,open,high,low,close,volume
2015-02-20,34.67,37.9,34.53,36.86,797000
2015-02-27,37.525,37.95,37.015,37.63,531420
2015-03-06,37.81,37.835,35.46,37.69,504410
2015-03-13,37.15,38.55,36.405,37.99,489000
2015-03-20,38.365,39.325,37.35,39.325,637810
2015-03-27,39.19,39.9,38.015,38.745,498660
2015-04-02,38.93,39.8,38.46,39.025,387540
2015-04-10,40.45,42.75,40.18,42.58,454360
2015-04-17,42.515,43.145,40.205,40.785,359565
2015-04-24,40.83,42.985,40.4,41.155,254120
2015-04-30,41.96,42.16,39.3,40.33,301760
2015-05-08,42.0,44.54,41.61,44.0,605645
2015-05-15,44.4,44.74,43.415,44.01,171385
2015-05-22,44.09,46.385,44.03,45.925,388065
2015-05-29,46.535,47.025,45.67,46.32,152420
2015-06-05,45.2,45.65,43.205,43.66,215355
2015-06-12,43.98,44.69,42.1,43.67,291055
2015-06-19,43.195,43.82,41.465,42.96,215190
2015-06-26,44.035,45.875,44.035,45.875,212405
2015-07-03,43.6,47.0,43.48,45.785,277440
2015-07-10,45.6,48.215,44.15,48.1,182730
2015-07-17,49.4,50.8,48.68,50.45,265395
2015-07-24,50.78,53.5,50.2,52.22,179320
2015-07-31,51.92,52.05,47.96,49.43,180075
2015-08-07,49.94,52.55,49.94,50.24,185955
2015-08-14,51.29,51.55,48.6,50.4,131460
2015-08-21,51.26,52.0,44.9,44.9,463895
2015-08-28,42.685,48.96,40.9,48.37,435710
2015-09-04,47.45,48.84,46.315,47.0,152345
2015-09-11,47.55,48.595,46.47,47.2,77180
2015-09-18,47.915,47.915,45.98,46.985,113140
2015-09-25,46.25,47.28,43.21,45.185,114775
2015-10-02,45.405,47.92,42.63,46.455,82785
2015-10-09,47.89,51.24,47.85,51.04,117945
2015-10-16,51.13,51.48,49.15,49.615,94850
2015-10-23,50.63,52.39,49.895,52.01,176230
2015-10-30,52.88,53.75,52.13,53.0,158025
2015-11-06,52.98,56.56,52.2,56.15,336370
2015-11-13,56.59,57.1,55.56,55.58,249740
2015-11-20,55.35,59.0,55.33,58.07,225110
2015-11-27,58.03,61.36,57.57,61.36,218100
2015-12-04,60.65,63.23,60.16,61.2,266685
2015-12-11,61.56,62.16,58.8,59.28,185070
2015-12-18,60.5,65.45,59.5,64.3,245345
2015-12-23,64.96,65.39,62.94,64.29,105985
2015-12-30,64.58,65.17,63.53,65.17,83290
2016-01-08,64.05,64.45,59.29,59.9,331210
2016-01-15,58.56,62.11,54.53,54.75,274530
2016-01-22,54.17,59.43,53.97,57.79,318420
2016-01-29,57.8,60.46,56.55,60.46,134665
2016-02-05,60.59,60.76,55.77,56.0,133950
2016-02-12,55.95,58.56,50.26,55.3,360670
2016-02-19,56.77,60.43,56.75,59.52,220880
2016-02-26,59.91,62.76,59.58,61.9,145725
2016-03-04,61.62,64.65,61.23,62.01,169810
2016-03-11,61.61,62.42,58.52,60.71,99280
2016-03-18,60.85,63.12,60.29,62.54,45125
2016-03-24,62.22,63.19,61.0,62.0,58925
2016-04-01,61.9,63.41,60.88,61.94,77105
2016-04-08,62.21,62.73,60.47,61.61,55935
2016-04-15,61.23,62.1,60.14,60.14,41630
2016-04-22,59.55,61.22,57.52,58.99,140670
2016-04-29,58.09,62.85,57.27,62.21,153675
2016-05-06,62.09,62.12,57.83,58.86,88390
2016-05-13,60.42,61.44,59.86,60.15,53100
2016-05-20,60.6,60.63,58.86,59.4,29510
2016-05-27,59.36,64.5,59.06,63.89,131160
2016-06-03,64.3,64.65,63.03,63.4,66870
2016-06-10,63.82,63.82,60.39,60.39,97040
2016-06-17,58.85,60.0,56.21,58.57,105230
2016-06-24,61.22,62.71,57.04,59.05,106790
2016-07-01,57.94,61.82,56.14,61.7,46735
2016-07-08,61.93,62.0,57.9,59.3,58890
2016-07-15,60.06,61.56,60.01,60.01,26255
2016-07-22,60.37,62.05,59.66,61.97,34630
2016-07-29,61.26,63.45,60.83,62.76,68005
2016-08-05,62.63,64.25,60.72,63.82,88645
2016-08-12,63.8,66.26,63.8,66.13,191350
2016-08-19,66.13,73.67,65.0,72.97,231915
2016-08-26,72.77,75.95,72.7,74.91,256325
2016-09-02,74.24,75.57,73.51,75.57,165940
2016-09-09,75.47,76.44,73.78,74.24,115870
2016-09-16,72.78,74.86,72.51,73.0,119120
2016-09-23,74.29,75.28,73.56,73.7,81040
2016-09-30,73.49,74.14,72.17,73.49,114025
2016-10-07,74.12,75.59,73.41,73.74,92325
2016-10-14,73.98,74.09,69.41,71.13,131470
2016-10-21,71.17,73.58,71.13,73.46,65340
2016-10-28,73.66,74.64,71.88,73.35,87230
2016-11-04,72.3,73.48,66.7,67.23,81830
2016-11-11,69.37,72.17,56.42,57.83,382080
2016-11-18,58.81,59.95,58.21,59.29,154320
2016-11-25,59.48,63.36,57.8,62.8,150270
2016-12-02,63.67,64.28,58.78,59.37,146445
2016-12-09,58.73,59.61,52.81,53.17,317925
2016-12-16,53.77,58.41,52.94,58.32,260305
2016-12-23,58.15,59.74,57.2,58.82,148605
2016-12-30,59.31,61.07,58.99,61.0,52310
2017-01-06,62.29,66.21,62.0,63.21,278750
2017-01-13,63.87,65.23,63.14,64.07,160975
2017-01-20,64.1,64.52,63.05,64.29,95330
2017-01-27,63.42,65.11,61.95,64.87,131455
2017-02-03,65.06,68.53,64.52,68.17,193530
2017-02-10,68.33,68.8,65.97,67.69,168660
2017-02-17,67.92,70.03,67.2,69.26,79295
2017-02-24,69.33,71.52,68.78,70.15,153510
2017-03-03,70.58,71.37,68.54,70.28,171665
2017-03-10,70.65,70.91,69.26,70.43,47345
2017-03-17,70.87,71.91,70.15,71.53,53935
2017-03-24,71.44,74.19,70.51,74.19,137335
2017-03-31,73.66,76.7,72.71,76.02,96585
2017-04-07,76.0,77.99,75.35,75.9,90640
2017-04-13,76.22,77.73,76.01,76.98,38635
2017-04-21,76.89,78.31,76.48,76.7,169575
2017-04-28,78.61,79.62,77.57,79.23,97010
2017-05-05,79.98,83.89,78.24,83.89,94880
2017-05-12,84.79,84.79,81.71,83.86,82030
2017-05-19,83.49,83.54,78.34,81.14,135685
2017-05-26,81.48,81.82,80.3,80.74,28505
2017-06-02,80.29,81.11,76.4,77.51,154850
2017-06-09,76.97,82.64,76.97,82.2,83775
2017-06-16,82.43,83.64,79.79,80.09,72415
2017-06-23,80.67,81.18,78.15,78.62,126750
2017-06-30,78.61,80.86,76.52,80.72,138145
2017-07-07,83.11,83.8,81.77,83.04,59270
2017-07-14,83.24,83.55,81.55,83.39,76760
2017-07-21,83.49,83.8,82.0,82.76,63040
2017-07-28,82.65,84.35,81.33,82.42,101830
2017-08-04,82.79,83.81,78.86,80.6,85530
2017-08-11,80.71,82.73,80.51,81.51,282570
2017-08-18,82.95,83.68,76.71,79.11,208520
2017-08-25,78.73,78.73,75.73,76.15,130820
2017-09-01,75.82,77.6,74.09,77.01,100650
2017-09-08,76.97,77.95,75.33,75.45,145545
2017-09-15,75.81,77.28,72.82,73.06,95105
2017-09-22,73.5,75.69,72.9,73.62,100085
2017-09-29,73.18,77.53,73.1,75.59,133920
2017-10-06,76.19,77.45,73.89,75.12,53590
2017-10-13,75.69,77.85,74.88,77.02,82490
2017-10-20,75.44,75.64,71.6,72.35,88945
2017-10-27,72.4,74.82,71.62,74.82,135560
2017-11-03,74.65,77.12,67.49,69.62,209090
2017-11-10,69.52,71.99,53.82,56.45,716185
2017-11-17,56.02,57.3,52.24,55.89,712530
2017-11-24,54.96,54.96,48.815,49.75,735325
2017-12-01,48.825,54.65,48.175,51.91,735635
2017-12-08,51.0,53.9,48.19,53.67,512905
2017-12-15,54.07,57.27,51.63,56.58,613555
2017-12-22,58.3,59.52,56.31,58.34,430555
2017-12-29,58.73,59.89,56.63,56.9,157660
2018-01-05,59.98,61.18,56.38,57.7,322900
2018-01-12,57.54,60.5,55.8,57.7,644740
2018-01-19,57.32,59.7,57.26,58.04,318160
2018-01-26,58.0,59.78,53.9,54.14,414760
2018-02-02,54.22,57.6,53.34,54.24,548210
2018-02-09,53.4,58.3,51.4,57.1,812560
2018-02-16,57.8,58.48,56.34,57.36,281600
2018-02-23,57.1,60.62,57.1,60.2,360930
2018-03-02,60.8,61.44,57.28,57.28,225100
2018-03-09,57.32,59.4,57.24,57.88,140245
2018-03-16,58.34,59.24,57.12,57.92,82755
2018-03-23,57.48,60.1,57.18,58.94,118785
2018-03-29,59.06,59.86,57.34,57.96,86815
2018-04-06,59.0,59.82,56.2,58.7,147895
2018-04-13,58.84,59.3,55.28,55.84,95755
2018-04-20,56.3,56.44,54.66,55.6,163095
2018-04-27,55.36,55.46,54.1,54.3,182665
2018-05-04,54.12,56.34,52.68,56.34,317585
2018-05-11,55.86,59.64,55.7,59.26,270310
2018-05-18,58.18,60.9,57.98,60.9,242635
2018-05-25,60.98,61.12,57.36,58.38,90885
2018-06-01,57.74,57.78,55.04,57.18,144050
2018-06-08,57.58,57.72,54.5,54.5,109645
2018-06-15,54.82,56.74,54.24,55.3,98455
2018-06-22,57.24,57.58,54.08,55.44,131650
2018-06-29,54.78,55.26,51.36,53.54,109640
2018-07-06,52.94,53.0,51.14,52.06,76765
2018-07-13,52.32,53.88,51.8,52.5,42765
2018-07-20,52.38,56.42,52.12,56.42,81600
2018-07-27,56.36,57.0,52.62,54.8,88800
2018-08-03,53.76,55.52,53.2,54.66,51195
2018-08-10,54.5,56.6,53.2,55.4,59635
2018-08-17,54.6,57.8,52.08,54.1,207885
2018-08-24,55.14,58.98,55.12,57.94,213085
2018-08-31,58.58,61.32,58.58,59.4,119315
2018-09-07,59.4,59.68,57.2,57.56,91075
2018-09-14,58.2,58.96,55.0,55.72,114155
2018-09-21,55.68,58.9,55.1,57.4,43950
2018-09-28,58.74,59.0,56.64,57.64,81740
2018-10-05,57.68,57.86,53.22,53.64,82435
2018-10-12,53.44,54.68,51.18,53.54,76805
2018-10-19,54.12,56.9,53.62,54.96,43410
2018-10-26,55.92,56.22,54.2,54.92,132080
2018-11-02,55.1,57.24,53.46,55.7,80030
2018-11-09,54.74,66.5,53.8,63.78,436815
2018-11-16,64.48,65.02,61.8,62.3,186265
2018-11-23,62.64,64.5,60.0,64.5,122790
2018-11-30,63.4,66.74,63.4,66.1,125140
2018-12-07,67.72,68.2,65.68,66.4,108065
2018-12-14,65.78,71.02,63.9,69.64,141575
2018-12-21,69.88,70.0,65.38,67.1,127755
2018-12-28,68.08,68.14,63.5,66.1,58505
2019-01-04,66.3,67.52,65.44,67.0,54155
2019-01-11,67.14,70.5,65.74,66.4,187015
2019-01-18,67.34,69.44,66.88,69.44,79750
2019-01-25,69.5,71.84,68.4,69.86,140115
2019-02-01,69.12,73.48,67.88,72.3,82200
2019-02-08,72.9,73.5,67.02,68.98,113080
2019-02-15,69.58,74.94,69.5,74.26,159465
2019-02-22,73.84,74.72,72.0,73.5,94200
2019-03-01,73.54,74.4,72.0,72.42,58280
2019-03-08,72.98,72.98,70.1,70.1,71800
2019-03-15,70.36,75.98,70.36,74.3,88535
2019-03-22,75.1,77.1,72.44,72.74,51265
2019-03-29,71.98,75.08,71.8,75.08,75305
2019-04-05,76.18,79.4,75.98,78.58,88085
2019-04-12,78.94,80.34,78.52,79.2,125705
2019-04-18,79.62,81.44,79.52,81.06,54765
2019-04-26,80.84,82.6,80.28,80.38,42300
2019-05-03,81.76,81.76,77.8,77.8,63515
2019-05-10,76.98,80.72,74.92,76.2,119985
2019-05-17,76.16,76.16,72.5,75.5,78895
2019-05-24,75.5,76.16,72.0,73.6,70570
2019-05-31,74.52,76.46,72.3,72.86,42780
2019-06-07,72.86,74.12,71.0,73.0,41905
2019-06-14,74.32,76.38,73.8,76.3,61045
2019-06-21,77.0,80.2,76.2,79.72,52595
2019-06-28,79.78,80.78,74.9,76.9,115185
2019-07-05,78.62,80.48,78.0,78.18,30460
2019-07-12,77.98,80.8,77.98,78.98,70205
2019-07-19,78.44,79.96,77.52,79.94,27335
2019-07-26,79.78,80.48,78.6,79.5,23435
2019-08-02,78.82,79.74,73.0,73.0,88160
2019-08-09,73.66,75.06,71.34,72.8,69300
2019-08-16,73.98,75.38,66.8,69.8,61795
2019-08-23,67.98,72.22,67.2,70.8,49330
2019-08-30,70.4,72.0,65.32,65.5,62535
2019-09-06,67.12,68.66,66.04,68.66,56450
2019-09-13,68.28,75.3,68.14,72.5,61725
2019-09-20,73.88,76.0,72.5,74.74,35085
2019-09-27,74.34,75.6,71.76,72.62,42835
2019-10-04,72.56,72.98,68.8,70.04,41340
2019-10-11,70.52,72.1,68.66,72.02,96185
2019-10-18,71.56,72.98,69.34,70.5,29670
2019-10-25,71.22,73.54,69.22,72.98,27575
2019-11-01,73.52,75.46,71.4,74.72,54490
2019-11-08,75.02,83.7,71.52,83.16,264830
2019-11-15,83.56,87.5,82.8,87.5,112850
2019-11-22,86.62,87.0,84.2,85.38,67140
2019-11-29,85.0,87.22,84.96,86.06,58390
2019-12-06,86.78,89.9,86.74,89.9,72470
2019-12-13,89.16,93.28,87.48,91.8,56640
2019-12-20,91.7,93.56,89.54,89.54,81605
2019-12-23,89.6,91.08,89.52,91.08,5140
2019-12-27,90.48,92.04,90.24,91.6,15445
2019-12-30,91.58,91.58,90.78,90.78,2850
2020-01-03,88.58,89.2,86.36,87.8,67150
2020-01-10,86.22,87.38,84.8,85.62,126690
2020-01-17,85.3,88.8,83.92,88.3,105235
2020-01-24,89.0,89.98,88.02,89.32,80345
2020-01-31,88.68,92.14,87.42,89.1,109190
2020-02-07,89.26,98.14,88.9,96.64,372860
2020-02-14,95.56,96.66,91.86,95.0,130270
2020-02-21,93.44,96.8,92.36,96.48,139600
2020-02-28,94.44,94.58,84.52,86.94,352710
2020-03-06,89.08,95.12,86.34,89.04,217145
2020-03-13,86.0,87.64,73.14,75.98,488490
2020-03-20,70.58,74.5,63.38,67.5,364280
2020-03-27,66.88,75.64,63.74,74.02,246595
2020-04-03,74.34,76.96,71.22,76.74,243035
2020-04-09,79.32,80.98,74.02,77.1,301445
2020-04-17,80.3,82.44,75.14,79.98,215000
2020-04-24,78.8,79.86,74.88,75.12,183755
2020-04-30,76.18,81.18,75.56,79.3,151285
2020-05-08,76.66,81.98,75.86,79.5,279895
2020-05-15,80.06,84.12,78.1,83.0,171790
2020-05-22,83.22,87.0,82.92,83.72,165140
2020-05-29,84.82,92.88,84.82,91.34,302260
2020-06-05,92.86,96.9,92.0,96.9,150240
2020-06-12,94.36,100.0,87.18,92.3,304665
2020-06-19,87.26,93.4,86.92,89.92,194805
2020-06-26,88.82,92.3,88.52,89.12,177145
2020-07-03,88.66,96.8,88.0,96.8,146730
2020-07-10,95.84,102.0,93.66,99.3,206940
2020-07-17,100.7,108.9,98.4,108.9,134355
2020-07-24,108.45,117.05,108.2,113.3,156805
2020-07-31,113.55,114.95,107.3,108.5,109840
2020-08-07,108.7,115.0,108.7,115.0,101400
2020-08-14,115.2,126.0,113.45,125.3,184925
2020-08-21,123.85,126.55,122.45,124.6,132025
2020-08-28,126.05,129.9,125.3,128.15,114465
2020-09-04,127.4,134.75,122.85,124.9,121800
2020-09-11,125.85,130.0,121.75,127.0,112755
2020-09-18,128.35,131.55,126.05,130.9,92775
2020-09-25,130.15,131.4,126.1,126.1,153195
2020-10-02,129.35,142.35,129.2,141.6,131470
2020-10-09,143.25,149.65,140.1,147.8,201595
2020-10-16,147.15,156.9,147.0,152.45,222725
2020-10-23,152.05,152.35,140.5,142.8,162330
2020-10-30,140.7,149.0,135.15,146.1,305205
2020-11-06,146.95,155.45,136.3,154.0,426585
2020-11-13,162.95,163.3,148.2,158.5,498995
2020-11-20,156.05,167.15,151.85,166.1,356660
2020-11-27,167.0,168.0,156.9,163.85,457970
2020-12-04,166.0,173.15,159.9,163.0,654000
2020-12-11,165.0,169.35,161.15,165.9,391715
2020-12-18,169.0,181.8,166.75,178.35,445205
2020-12-23,178.5,190.8,175.0,187.5,434155
2020-12-30,189.25,200.1,189.0,197.05,330145
2021-01-08,197.2,215.9,193.3,211.2,798760
2021-01-15,208.0,208.9,181.55,184.0,996395
2021-01-22,181.05,201.0,180.25,195.8,534745
2021-01-29,199.55,199.6,166.25,179.5,832875
2021-02-05,180.9,188.5,176.65,182.55,435270
2021-02-12,178.9,180.35,162.25,174.0,822755
2021-02-19,175.9,184.95,167.65,171.0,469765
2021-02-26,170.3,170.55,151.75,155.55,655825
2021-03-05,159.8,160.3,139.05,139.05,562310
2021-03-12,141.35,161.9,138.0,157.3,663095
2021-03-19,160.0,160.4,145.2,148.0,637255
2021-03-26,150.15,160.45,149.7,158.0,590190
2021-04-01,159.8,180.0,157.75,176.34,745340
2021-04-09,178.0,178.08,163.02,166.5,520700
2021-04-16,167.76,168.58,157.64,167.48,502755
2021-04-23,167.8,181.28,158.0,175.0,638540
2021-04-30,178.18,181.3,34.0,35.15,215228
2021-05-07,35.4,35.4,30.37,32.97,403745
2021-05-14,33.31,33.31,29.5,31.14,284396
2021-05-21,31.3,32.34,29.97,31.21,191273
2021-05-28,31.65,32.59,31.17,32.45,110455
2021-06-04,32.43,32.56,29.14,30.52,163487
2021-06-11,30.0,30.4,28.33,28.85,240485
2021-06-18,29.23,32.2,29.08,30.73,250806
2021-06-25,30.49,31.79,30.27,31.15,123152
2021-07-02,31.51,34.9,31.35,33.26,201224
2021-07-09,33.04,34.69,32.12,32.86,154406
2021-07-16,32.63,33.76,30.46,30.46,134831
2021-07-23,30.24,33.32,29.28,31.73,142274
2021-07-30,31.77,31.97,30.3,31.28,143826
2021-08-06,31.41,33.53,31.15,33.5,101677
2021-08-13,33.7,34.32,30.6,33.0,182921
2021-08-20,32.28,34.23,31.62,34.14,124638
2021-08-27,34.22,35.35,33.54,34.87,104206
2021-09-03,34.26,36.16,33.51,35.95,138490
2021-09-10,35.87,36.03,33.19,33.79,104190
2021-09-17,33.74,35.2,33.28,33.66,136471
2021-09-24,32.87,36.07,32.43,34.86,138101
2021-10-01,35.4,36.1,33.2,33.97,118779
2021-10-08,33.06,33.06,29.54,30.22,225598
2021-10-15,29.7,33.94,29.34,33.56,114040
2021-10-22,33.81,37.91,33.0,36.66,187978
2021-10-29,37.17,38.32,35.65,37.68,149725
2021-11-05,37.71,37.81,28.25,28.57,691029
2021-11-12,29.17,31.98,28.99,31.95,339623
2021-11-19,31.62,31.7,30.1,30.34,204943
2021-11-26,29.7,30.49,28.29,29.74,362794
2021-12-03,30.18,30.73,27.15,27.39,299115
2021-12-10,27.66,29.82,26.92,27.79,264902
2021-12-17,27.83,28.16,25.3,25.96,381632
2021-12-23,25.0,26.5,24.38,26.23,330182
2021-12-30,26.42,26.8,25.69,26.67,216197
2022-01-07,26.21,27.56,24.47,24.7,433334
2022-01-14,25.01,25.53,24.09,24.5,345212
2022-01-21,24.75,25.95,23.61,23.7,414522
2022-01-28,23.67,24.0,21.45,22.81,762515
2022-02-04,23.07,24.47,21.94,22.17,379122
2022-02-11,22.64,22.91,21.38,22.36,446106
2022-02-18,21.8,23.93,21.49,22.14,371075
2022-02-25,22.74,25.86,20.78,25.04,664065
2022-03-04,25.93,29.44,25.61,26.02,1030831
2022-03-11,27.55,32.0,26.47,28.7,1109371
2022-03-18,28.35,28.68,25.85,28.38,694635
2022-03-25,27.9,27.93,25.46,25.89,352075
2022-04-01,25.7,28.315,24.76,27.8,463185
2022-04-08,28.29,30.03,26.5,28.65,442333
2022-04-14,28.195,28.935,26.35,26.9,187784
2022-04-22,26.975,28.235,25.77,25.815,237693
2022-04-29,25.75,26.59,23.455,24.375,372269
2022-05-06,23.52,24.125,21.94,22.505,235415
2022-05-13,21.83,22.135,19.078,20.4,400858
2022-05-20,19.808,22.43,19.808,21.1,405540
2022-05-27,21.565,23.69,21.55,23.245,282692
2022-06-03,23.6,24.615,23.075,23.6,358757
2022-06-10,23.595,24.725,23.2,23.2,247484
2022-06-17,22.995,23.245,21.225,22.2,422268
2022-06-24,22.085,23.945,21.86,22.25,234162
2022-07-01,22.335,23.06,19.84,20.935,248321
2022-07-08,20.645,23.495,20.045,22.99,230856
2022-07-15,22.435,24.16,21.29,21.705,354393
2022-07-22,22.035,23.625,21.865,23.485,193858
2022-07-29,23.185,25.9,21.0,25.385,350395
2022-08-05,25.195,26.81,24.11,25.96,325942
2022-08-12,26.065,27.5,24.03,26.225,372867
2022-08-19,25.75,26.62,24.885,25.61,250114
2022-08-26,25.345,26.2,24.68,25.575,101202
2022-09-02,25.0,25.5,23.4,24.34,166205
2022-09-09,23.85,25.425,22.95,24.665,175966
2022-09-16,24.85,24.945,21.55,21.8,225504
2022-09-23,21.66,21.66,19.7,20.055,378785
2022-09-30,19.732,20.885,18.354,19.134,316894
2022-10-07,18.56,20.34,17.764,18.73,302864
2022-10-14,18.284,19.352,17.63,18.828,265681
2022-10-21,18.812,19.754,18.502,19.066,295498
2022-10-28,19.208,20.545,18.488,19.912,217317
2022-11-04,20.02,22.395,19.662,21.1,332735
2022-11-11,21.205,25.505,20.905,24.75,276341
2022-11-18,24.345,24.595,22.97,23.455,178254
2022-11-25,23.195,24.595,22.5,23.905,140704
2022-12-02,23.745,25.12,23.365,24.925,167874
2022-12-09,24.845,27.5,24.625,27.08,205623
2022-12-16,27.0,28.4,25.91,26.025,165860
2022-12-23,26.075,26.805,25.53,26.46,99948
2022-12-30,26.875,27.6,26.56,27.325,90328
2023-01-06,27.53,27.88,25.77,27.12,132137
2023-01-13,26.98,29.22,26.69,28.63,186106
2023-01-20,28.585,29.2,26.46,27.23,150112
2023-01-27,27.57,27.86,25.6,25.85,177476
2023-02-03,25.355,27.605,25.255,27.28,148094
2023-02-10,26.905,29.0,26.48,28.74,320357
2023-02-17,28.465,28.5,27.29,27.455,86851
2023-02-24,27.665,27.72,26.25,26.54,72653
2023-03-03,26.51,28.18,26.32,27.575,88707
2023-03-10,27.48,28.565,27.005,27.625,246812
2023-03-17,27.295,28.805,25.345,25.58,122409
2023-03-24,25.43,27.225,24.815,25.245,77029
2023-03-31,25.69,26.965,24.61,26.86,92621
2023-04-06,27.495,27.535,25.92,26.35,59833
2023-04-14,26.43,26.625,25.665,26.295,57155
2023-04-21,26.23,26.61,24.6,25.19,68331
2023-04-28,25.185,25.58,23.955,25.125,72942
2023-05-05,25.205,25.925,24.64,25.905,58612
2023-05-12,25.7,27.72,25.615,27.46,141669
2023-05-19,27.54,28.62,27.485,27.985,104797
2023-05-26,27.895,28.24,26.56,26.9,57484
2023-06-02,27.385,27.425,26.525,27.325,59738
2023-06-09,27.35,27.95,26.62,26.825,56170
2023-06-16,26.75,26.88,25.25,26.02,77285
2023-06-23,25.575,25.9,24.04,24.265,99591
2023-06-30,24.375,24.565,23.61,24.42,110866
2023-07-07,23.955,24.72,23.36,23.87,110290
2023-07-14,23.595,25.255,23.51,24.33,86967
2023-07-21,24.115,25.41,24.115,25.355,34854
2023-07-28,24.925,25.935,23.98,24.0,83710
2023-08-04,24.095,24.7,23.715,24.135,74221
2023-08-11,23.78,24.95,21.965,22.275,128259
2023-08-18,22.125,22.495,20.855,20.885,77767
2023-08-25,20.865,22.4,20.575,22.145,71015
2023-09-01,22.205,23.0,21.09,22.16,91283
2023-09-08,22.16,22.23,19.502,19.58,113955
2023-09-15,19.662,21.61,18.966,20.89,161200
2023-09-22,21.185,21.495,20.555,20.77,59994
2023-09-29,20.54,20.595,19.15,20.145,88155
2023-10-06,20.54,20.825,17.88,18.618,114067
2023-10-13,18.376,20.55,18.332,19.706,59650
2023-10-20,19.79,19.79,18.4,19.184,76611
2023-10-27,19.2,21.5,18.806,20.415,97606
2023-11-03,20.39,22.035,19.71,21.945,108267
2023-11-10,21.725,23.485,20.74,22.615,135452
2023-11-17,22.51,24.01,22.205,23.74,81804
2023-11-24,23.915,24.4,22.93,23.195,30615
2023-12-01,23.245,25.74,23.085,25.435,98776
2023-12-08,25.5,25.69,24.885,25.45,57157
2023-12-15,25.25,26.51,24.26,26.13,77714
2023-12-22,25.91,27.0,24.75,26.86,87600
2023-12-29,27.75,29.16,27.74,28.69,106790
2024-01-05,29.285,29.38,26.8,27.15,74352
2024-01-12,27.44,27.855,26.7,26.7,59311
2024-01-19,26.825,26.825,25.02,25.1,63404
2024-01-26,25.37,26.935,25.37,26.35,55866
2024-02-02,26.305,26.64,25.55,25.55,35299
2024-02-09,25.725,27.38,23.88,25.69,112499
2024-02-16,25.965,26.45,24.72,25.37,33362
2024-02-23,25.09,25.13,23.64,23.64,40703
2024-03-01,23.805,26.635,23.67,26.19,52109
2024-03-08,26.605,26.64,25.825,26.07,46889
2024-03-15,26.02,26.29,25.06,25.24,38049
2024-03-22,25.375,27.14,25.36,27.105,61323
2024-03-28,26.805,26.955,25.535,25.8,45352
2024-04-05,24.9,25.48,24.07,24.34,45251
2024-04-12,24.26,25.54,23.8,24.21,71519
2024-04-19,24.16,24.21,23.28,23.7,37873
2024-04-26,23.75,24.93,23.75,24.75,46977
2024-05-03,24.75,25.32,23.6,24.18,67741
2024-05-10,24.0,25.99,24.0,25.65,48994
2024-05-17,25.77,27.11,25.52,25.85,74996
2024-05-24,25.62,26.15,24.99,25.58,28516
2024-05-31,25.49,27.62,25.49,25.69,94533
2024-06-07,26.06,26.41,24.96,25.29,35244
2024-06-14,24.81,25.33,24.29,24.75,48732
2024-06-21,24.14,24.21,23.23,23.7,48930
2024-06-28,23.73,24.26,21.59,21.82,42836
2024-07-05,21.97,22.28,20.8,22.1,67993
2024-07-12,21.83,22.6,21.47,22.59,40291
2024-07-19,22.08,22.16,20.06,21.22,61348
2024-07-26,21.67,21.97,21.15,21.66,42790
2024-08-02,22.0,23.3,22.0,22.47,33158
2024-08-09,21.32,22.69,20.84,22.24,49778
2024-08-16,22.44,22.53,20.32,21.25,129656
2024-08-23,21.2,21.89,20.57,20.91,61168
2024-08-30,20.76,20.94,20.2,20.81,31599
2024-09-06,20.62,20.84,19.7,19.705,33184
2024-09-13,19.95,21.8,19.75,21.34,57025
2024-09-20,21.68,22.16,21.14,21.14,35071
2024-09-27,21.32,21.84,19.95,20.16,61009
2024-10-04,20.33,20.33,18.43,18.84,95144
2024-10-11,18.92,19.085,18.16,18.235,52823
2024-10-18,18.22,18.22,16.75,17.79,158471
2024-10-25,17.385,17.815,16.94,17.815,84690
2024-11-01,17.7,18.03,17.17,17.725,68172
2024-11-08,18.065,18.365,13.71,14.09,582260
2024-11-15,14.15,14.3,13.01,13.935,251218
2024-11-22,13.91,14.03,13.055,13.325,99967
2024-11-29,13.71,14.75,13.46,14.715,124724
2024-12-06,14.64,15.18,12.87,13.235,304503
2024-12-13,13.12,13.805,12.585,12.825,137984
2024-12-20,12.71,13.365,12.48,12.79,109816
2024-12-23,12.76,13.345,12.71,13.345,20337
2024-12-27,13.35,13.545,13.235,13.285,30177
2024-12-30,13.295,13.33,13.185,13.31,13966
2025-01-03,13.915,14.485,13.52,14.485,71085
2025-01-10,14.25,14.275,12.435,12.52,259934
2025-01-17,12.67,13.575,12.65,12.795,408869
2025-01-24,12.615,13.19,12.355,12.805,264323
2025-01-31,12.745,13.68,12.585,13.43,355813
2025-02-07,12.74,14.735,12.68,14.065,469319
2025-02-14,14.14,14.22,13.25,13.3,180511
2025-02-21,13.245,13.605,12.84,13.32,317669
2025-02-28,13.13,14.21,13.035,13.555,308250
2025-03-07,13.51,14.565,12.81,13.975,372709
2025-03-14,14.135,14.84,13.7,14.6,399176
2025-03-21,14.75,15.74,14.23,14.65,377831
2025-03-28,14.71,14.71,13.23,13.525,180449
2025-04-04,13.13,13.13,11.315,11.49,389229
2025-04-11,11.11,12.45,10.865,11.605,469549
