,open,high,low,close,volume,is_trading_day,days_since_last_trading,pct_change
2010-05-11,41.815,42.0,40.7,41.835,29305,1,1.0,-0.6294536817102125
2010-05-12,40.915,42.5,40.8,42.0,38815,1,1.0,0.39440659734670813
2010-05-13,42.5,42.73,42.5,42.65,10055,1,1.0,1.5476190476190421
2010-05-14,42.15,43.0,41.0,41.0,22300,1,1.0,-3.86869871043376
2010-05-17,41.42,41.82,40.84,40.84,23955,1,3.0,-0.39024390243901363
2010-05-18,41.12,41.89,41.11,41.11,45275,1,1.0,0.6611165523995988
2010-05-19,40.84,40.86,39.63,40.6,53490,1,1.0,-1.2405740695694445
2010-05-20,40.215,40.535,37.6,38.0,92750,1,1.0,-6.403940886699511
2010-05-21,37.715,39.5,37.31,39.5,63725,1,1.0,3.9473684210526327
2010-05-24,39.8,39.8,38.55,38.795,11380,1,3.0,-1.7848101265822702
2010-05-25,38.265,38.265,36.92,37.45,43415,1,1.0,-3.4669416161876465
2010-05-26,37.77,39.95,37.77,39.95,29960,1,1.0,6.675567423230966
2010-05-27,39.655,39.655,38.6,38.9,31365,1,1.0,-2.628285356695881
2010-05-28,39.5,39.89,38.9,39.6,39355,1,1.0,1.799485861182526
2010-05-31,39.13,39.46,38.91,39.05,25625,1,3.0,-1.388888888888895
2010-06-01,38.985,39.495,37.46,39.275,60825,1,1.0,0.5761843790012877
2010-06-02,38.11,38.18,36.94,37.785,36170,1,1.0,-3.7937619350732033
2010-06-03,38.525,39.2,38.5,38.9,28025,1,1.0,2.950906444356227
2010-06-04,39.05,39.8,37.9,38.475,65590,1,1.0,-1.0925449871465265
2010-06-07,37.525,37.77,37.08,37.735,26290,1,3.0,-1.9233268356075417
2010-06-08,38.03,38.03,36.7,36.7,28645,1,1.0,-2.7428117132635377
2010-06-09,37.265,37.265,36.67,36.9,42735,1,1.0,0.5449591280653809
2010-06-10,37.0,38.55,36.95,38.55,24535,1,1.0,4.471544715447151
2010-06-11,38.9,39.54,38.4,39.0,79465,1,1.0,1.1673151750972943
2010-06-14,39.235,40.25,39.235,40.25,60220,1,3.0,3.205128205128216
2010-06-15,39.77,40.25,39.31,39.87,19515,1,1.0,-0.9440993788819907
2010-06-16,40.605,40.91,40.12,40.18,60530,1,1.0,0.7775269626285386
2010-06-17,40.105,40.35,39.03,39.03,35230,1,1.0,-2.8621204579392656
2010-06-18,39.05,39.83,38.83,39.83,92640,1,1.0,2.0497053548552246
2010-06-21,39.66,39.995,38.97,39.8,98765,1,3.0,-0.07532011046950116
2010-06-22,38.755,39.01,38.48,38.9,20070,1,1.0,-2.2613065326633097
2010-06-23,38.57,38.9,38.15,38.475,21475,1,1.0,-1.0925449871465265
2010-06-24,38.74,38.74,37.65,37.65,116495,1,1.0,-2.1442495126705707
2010-06-25,37.56,37.56,36.31,36.35,58685,1,1.0,-3.452855245683928
2010-06-28,36.275,36.31,35.4,35.645,96020,1,3.0,-1.93947730398899
2010-06-29,34.725,34.835,33.78,34.0,97735,1,1.0,-4.614953008837153
2010-06-30,34.85,35.1,34.0,34.22,56850,1,1.0,0.6470588235294006
2010-07-01,33.975,34.05,33.05,33.05,51750,1,1.0,-3.419053185271781
2010-07-02,34.095,35.25,33.5,34.58,61680,1,1.0,4.629349470499244
2010-07-05,34.79,35.195,34.01,34.615,24180,1,3.0,0.10121457489880026
2010-07-06,34.87,35.63,34.74,35.14,59715,1,1.0,1.5166835187057526
2010-07-07,35.67,35.67,34.545,35.33,21885,1,1.0,0.5406943653955443
2010-07-08,36.005,36.27,35.9,35.92,25530,1,1.0,1.6699688649872702
2010-07-09,36.2,36.295,35.84,35.97,36475,1,1.0,0.13919821826280376
2010-07-12,35.9,35.9,35.21,35.35,11180,1,3.0,-1.7236586043925417
2010-07-13,35.695,35.9,35.31,35.8,22560,1,1.0,1.2729844413012614
2010-07-14,36.175,36.175,35.485,35.59,31380,1,1.0,-0.5865921787709283
2010-07-15,35.695,37.1,34.93,36.905,90230,1,1.0,3.6948581062095975
2010-07-16,37.55,39.0,37.235,38.29,111745,1,1.0,3.752879013683774
2010-07-19,37.25,37.5,36.93,36.95,43775,1,3.0,-3.4996082528075068
2010-07-20,37.6,37.6,36.45,36.505,8880,1,1.0,-1.2043301759133929
2010-07-21,37.575,37.925,37.0,37.0,22050,1,1.0,1.355978633063959
2010-07-22,38.035,39.69,38.035,38.89,138925,1,1.0,5.1081081081081114
2010-07-23,38.96,39.4,38.005,38.005,25840,1,1.0,-2.275649267163793
2010-07-26,39.295,39.295,38.49,38.65,16170,1,3.0,1.6971451124851988
2010-07-27,39.0,39.45,38.65,38.84,22425,1,1.0,0.491591203104802
2010-07-28,39.11,39.11,37.99,37.99,24635,1,1.0,-2.1884654994850705
2010-07-29,38.615,38.85,38.1,38.85,22470,1,1.0,2.263753619373521
2010-07-30,37.745,37.745,36.605,37.4,57785,1,1.0,-3.7323037323037433
2010-08-02,37.95,38.3,37.73,38.3,31105,1,3.0,2.4064171122994527
2010-08-03,38.665,38.665,37.74,37.94,28520,1,1.0,-0.9399477806788514
2010-08-04,37.97,38.945,37.55,38.945,23255,1,1.0,2.6489193463363314
2010-08-05,39.2,39.5,38.505,38.505,36815,1,1.0,-1.1297984336885336
2010-08-06,39.5,40.11,39.49,39.86,89610,1,1.0,3.51902350344111
2010-08-09,40.35,41.1,40.285,40.8,31375,1,3.0,2.358253888610129
2010-08-10,40.51,40.51,39.95,40.03,28930,1,1.0,-1.8872549019607776
2010-08-11,39.2,39.4,38.1,38.67,34750,1,1.0,-3.3974519110666956
2010-08-12,39.755,40.51,39.5,40.0,44285,1,1.0,3.4393586759762007
2010-08-13,40.985,41.9,40.25,40.355,55560,1,1.0,0.8874999999999966
2010-08-16,41.005,42.16,40.27,40.565,42030,1,3.0,0.5203816131829964
2010-08-17,41.745,42.12,41.16,41.825,32120,1,1.0,3.106125970664375
2010-08-18,35.48,36.15,31.34,33.085,1182030,1,1.0,-20.89659294680215
2010-08-19,32.7,33.63,32.26,32.705,689600,1,1.0,-1.1485567477709013
2010-08-20,32.69,32.74,31.5,31.5,327855,1,1.0,-3.6844519186668645
2010-08-23,32.0,32.66,31.855,32.1,83910,1,3.0,1.9047619047619202
2010-08-24,32.63,32.63,31.62,31.8,148215,1,1.0,-0.9345794392523366
2010-08-25,31.765,31.765,30.13,30.54,192040,1,1.0,-3.9622641509434064
2010-08-26,31.23,32.0,30.8,31.77,87210,1,1.0,4.027504911591362
2010-08-27,31.22,31.695,30.46,31.6,71085,1,1.0,-0.5350960025180984
2010-08-30,31.77,31.77,30.16,31.04,63355,1,3.0,-1.7721518987341867
2010-08-31,29.255,29.95,28.8,29.45,204230,1,1.0,-5.122422680412376
2010-09-01,30.0,30.56,29.45,30.55,64540,1,1.0,3.735144312393901
2010-09-02,30.93,30.93,29.56,30.3,122180,1,1.0,-0.8183306055646433
2010-09-03,30.145,30.37,29.515,29.715,150905,1,1.0,-1.9306930693069324
2010-09-06,29.96,30.45,29.63,30.45,40625,1,3.0,2.473498233215543
2010-09-07,29.68,29.68,29.16,29.55,102355,1,1.0,-2.9556650246305383
2010-09-08,29.22,29.75,29.16,29.49,24770,1,1.0,-0.20304568527919065
2010-09-09,28.45,28.9,27.4,28.1,486115,1,1.0,-4.71346219057307
2010-09-10,27.56,28.2,27.44,27.9,151295,1,1.0,-0.7117437722420017
2010-09-13,28.11,29.415,28.0,29.16,181630,1,3.0,4.516129032258065
2010-09-14,29.58,30.29,29.47,30.29,105760,1,1.0,3.8751714677640603
2010-09-15,30.41,30.49,29.3,29.975,92440,1,1.0,-1.0399471772862268
2010-09-16,29.44,29.76,28.89,29.21,34760,1,1.0,-2.552126772310259
2010-09-17,29.3,29.52,28.77,28.88,56730,1,1.0,-1.1297500855871334
2010-09-20,29.0,29.01,28.26,28.79,90725,1,3.0,-0.31163434903046516
2010-09-21,28.3,28.39,27.87,28.195,66020,1,1.0,-2.06668982285515
2010-09-22,28.22,28.895,27.83,28.595,64685,1,1.0,1.41869125731513
2010-09-23,28.5,28.56,27.01,27.415,111385,1,1.0,-4.126595558664103
2010-09-24,27.5,28.2,27.39,28.1,48660,1,1.0,2.498632135692147
2010-09-27,28.2,28.36,26.97,27.01,153950,1,3.0,-3.879003558718863
2010-09-28,27.445,27.9,26.495,27.89,104275,1,1.0,3.258052573121062
2010-09-29,27.9,27.9,26.91,27.14,67320,1,1.0,-2.6891358910003604
2010-09-30,26.825,27.78,26.825,27.5,41590,1,1.0,1.3264554163596065
2010-10-01,27.53,27.79,27.34,27.34,33875,1,1.0,-0.5818181818181833
2010-10-04,27.65,27.65,27.2,27.6,38395,1,3.0,0.9509875640087762
2010-10-05,27.4,28.37,27.3,27.81,55480,1,1.0,0.7608695652173925
2010-10-06,28.45,28.77,28.15,28.55,41075,1,1.0,2.6609133405250063
2010-10-07,28.7,28.7,27.21,27.41,40005,1,1.0,-3.9929947460595416
2010-10-08,27.4,27.87,26.9,27.07,109420,1,1.0,-1.2404232032105056
2010-10-11,26.19,27.5,25.465,27.5,84740,1,3.0,1.5884743258219425
2010-10-12,26.99,27.09,26.53,26.87,38580,1,1.0,-2.290909090909088
2010-10-13,27.14,27.945,27.14,27.155,91730,1,1.0,1.0606624488276983
2010-10-14,27.76,27.8,27.45,27.74,50560,1,1.0,2.1542993923770792
2010-10-15,27.77,27.77,27.1,27.1,44720,1,1.0,-2.307137707281892
2010-10-18,27.33,27.97,27.2,27.9,39950,1,3.0,2.952029520295185
2010-10-19,27.61,28.4,27.61,28.27,73430,1,1.0,1.3261648745519716
2010-10-20,27.625,27.625,26.61,26.65,151230,1,1.0,-5.7304563141139075
2010-10-21,26.3,27.61,26.22,26.995,85685,1,1.0,1.2945590994371647
2010-10-22,26.91,27.25,26.66,26.915,25875,1,1.0,-0.29635117614373874
2010-10-25,26.86,27.1,26.79,27.0,52080,1,3.0,0.3158090284228088
2010-10-26,28.08,28.3,23.525,24.195,612350,1,1.0,-10.388888888888893
2010-10-27,24.195,24.6,23.4,23.67,307720,1,1.0,-2.169869807811531
2010-10-28,23.73,23.9,22.55,22.73,375460,1,1.0,-3.971271651880026
2010-10-29,22.56,23.4,22.3,23.4,123070,1,1.0,2.9476462824461036
2010-11-01,22.64,22.835,22.3,22.42,165495,1,3.0,-4.188034188034173
2010-11-02,22.3,22.7,22.3,22.4,82790,1,1.0,-0.0892060660125038
2010-11-03,22.39,23.62,22.39,23.5,161240,1,1.0,4.910714285714302
2010-11-04,23.62,23.86,23.41,23.675,115385,1,1.0,0.7446808510638281
2010-11-05,23.88,23.95,22.88,23.4,102435,1,1.0,-1.1615628299894487
2010-11-08,23.44,23.83,22.89,23.74,176835,1,3.0,1.4529914529914478
2010-11-09,23.015,23.85,22.98,23.72,178205,1,1.0,-0.08424599831508006
2010-11-10,23.59,23.65,23.23,23.65,44590,1,1.0,-0.295109612141653
2010-11-11,23.53,23.65,22.94,22.94,833325,1,1.0,-3.0021141649048566
2010-11-12,22.82,23.28,22.65,22.85,98765,1,1.0,-0.39232781168264674
2010-11-15,23.22,23.49,23.0,23.49,57595,1,3.0,2.8008752735229736
2010-11-16,23.23,23.5,23.0,23.25,177695,1,1.0,-1.0217113665389466
2010-11-17,23.06,23.84,23.06,23.63,39825,1,1.0,1.6344086021505388
2010-11-18,23.68,23.83,23.47,23.79,56835,1,1.0,0.6771053745239008
2010-11-19,23.85,23.98,23.7,23.97,33970,1,1.0,0.7566204287515754
2010-11-22,24.07,24.07,22.15,22.51,188395,1,3.0,-6.090947017104709
2010-11-23,22.53,22.95,21.78,22.8,88730,1,1.0,1.2883163038649448
2010-11-24,22.67,22.69,22.0,22.015,62690,1,1.0,-3.4429824561403533
2010-11-25,22.23,22.23,21.9,22.0,34825,1,1.0,-0.06813536225300787
2010-11-26,22.04,22.29,21.81,21.81,65895,1,1.0,-0.8636363636363664
2010-11-29,22.06,22.06,20.76,20.76,137685,1,3.0,-4.814305364511684
2010-11-30,21.03,21.96,21.03,21.95,101005,1,1.0,5.7321772639691515
2010-12-01,21.79,22.01,21.32,21.5,44030,1,1.0,-2.050113895216399
2010-12-02,21.5,22.1,21.5,22.1,52645,1,1.0,2.7906976744186185
2010-12-03,22.0,22.2,21.62,21.8,46425,1,1.0,-1.3574660633484226
2010-12-06,21.52,21.96,21.52,21.77,35950,1,3.0,-0.13761467889908952
2010-12-07,21.65,22.13,21.61,22.105,94870,1,1.0,1.538814882866335
2010-12-08,21.71,21.71,21.4,21.4,169175,1,1.0,-3.189323682424794
2010-12-09,21.53,21.765,21.31,21.35,78205,1,1.0,-0.2336448598130758
2010-12-10,21.6,23.05,21.6,22.95,61270,1,1.0,7.494145199063218
2010-12-13,23.0,23.48,22.6,23.32,133540,1,3.0,1.6122004357298492
2010-12-14,23.32,24.54,23.16,24.385,422025,1,1.0,4.5668953687821645
2010-12-15,24.8,24.955,24.07,24.535,120355,1,1.0,0.6151322534344805
2010-12-16,24.32,24.78,24.2,24.4,52455,1,1.0,-0.5502343590788716
2010-12-17,24.7,25.0,24.5,24.99,86430,1,1.0,2.418032786885238
2010-12-20,24.39,24.6,23.11,23.38,82480,1,3.0,-6.442577030812324
2010-12-21,23.52,24.5,23.52,24.5,79130,1,1.0,4.790419161676662
2010-12-22,24.41,24.41,23.51,24.29,73950,1,1.0,-0.8571428571428563
2010-12-23,23.84,24.005,23.6,23.72,40695,1,1.0,-2.3466447097571064
2010-12-27,23.89,23.9,23.62,23.9,30870,1,4.0,0.7588532883642474
2010-12-28,23.9,23.995,23.6,23.98,104565,1,1.0,0.33472803347280866
2010-12-29,23.75,23.99,23.64,23.78,33515,1,1.0,-0.8340283569641338
2010-12-30,23.85,24.2,23.71,24.2,18870,1,1.0,1.766190075693852
2011-01-03,24.09,24.95,24.09,24.85,70155,1,4.0,2.685950413223148
2011-01-04,24.96,25.04,24.66,24.95,53365,1,1.0,0.4024144869215096
2011-01-05,24.95,24.95,24.0,24.205,47995,1,1.0,-2.9859719438877774
2011-01-06,24.34,24.39,24.01,24.345,42095,1,1.0,0.5783928940301664
2011-01-07,24.285,24.285,23.66,23.835,167635,1,1.0,-2.0948860135551417
2011-01-10,23.88,24.24,23.65,23.98,78125,1,3.0,0.6083490664988478
2011-01-11,24.26,24.485,24.0,24.43,68185,1,1.0,1.8765638031692955
2011-01-12,24.49,24.58,24.2,24.39,57665,1,1.0,-0.16373311502251298
2011-01-13,24.38,24.38,23.71,23.95,60580,1,1.0,-1.8040180401804107
2011-01-14,24.05,24.695,24.05,24.695,92875,1,1.0,3.11064718162839
2011-01-17,24.75,24.84,24.32,24.505,25515,1,3.0,-0.7693865154889679
2011-01-18,24.86,26.0,24.86,25.55,159485,1,1.0,4.264435829422575
2011-01-19,25.92,25.92,25.08,25.08,48900,1,1.0,-1.8395303326810275
2011-01-20,25.2,25.35,24.25,24.41,45705,1,1.0,-2.67145135566188
2011-01-21,24.73,26.0,24.73,25.63,117905,1,1.0,4.997951659156086
2011-01-24,25.95,26.8,25.95,26.56,185195,1,3.0,3.6285602809208006
2011-01-25,27.0,27.2,25.51,25.855,95730,1,1.0,-2.654367469879515
2011-01-26,25.79,25.91,25.2,25.475,45765,1,1.0,-1.4697350609166437
2011-01-27,25.12,25.44,25.08,25.2,76655,1,1.0,-1.0794896957801892
2011-01-28,25.2,25.21,24.85,24.85,74280,1,1.0,-1.388888888888884
2011-01-31,24.68,25.4,24.385,25.4,63975,1,3.0,2.2132796780683917
2011-02-01,25.41,25.41,24.68,25.0,24500,1,1.0,-1.5748031496062964
2011-02-02,25.1,25.3,24.7,25.2,71700,1,1.0,0.8000000000000007
2011-02-03,24.86,24.86,24.19,24.395,37625,1,1.0,-3.194444444444444
2011-02-04,24.6,24.91,24.1,24.24,55335,1,1.0,-0.6353761016601789
2011-02-07,24.28,24.45,23.86,23.99,118780,1,3.0,-1.0313531353135286
2011-02-08,24.15,24.16,23.59,23.9,89030,1,1.0,-0.37515631513130865
2011-02-09,23.77,25.25,23.76,24.2,183070,1,1.0,1.2552301255230214
2011-02-10,24.5,24.5,23.29,23.935,114420,1,1.0,-1.0950413223140498
2011-02-11,23.4,23.475,22.89,23.135,151215,1,1.0,-3.342385627741784
2011-02-14,23.13,23.635,22.94,23.5,50595,1,3.0,1.5776961314026394
2011-02-15,23.35,23.65,23.15,23.15,63215,1,1.0,-1.4893617021276673
2011-02-16,23.36,23.4,23.1,23.12,23800,1,1.0,-0.1295896328293633
2011-02-17,23.05,23.29,22.45,22.935,65190,1,1.0,-0.8001730103806337
2011-02-18,22.52,22.83,22.52,22.68,44480,1,1.0,-1.1118378024852826
2011-02-21,22.66,23.23,22.64,23.05,63920,1,3.0,1.6313932980599688
2011-02-22,22.74,23.7,22.74,23.485,33190,1,1.0,1.8872017353579018
2011-02-23,23.6,23.6,22.98,22.98,19645,1,1.0,-2.150308707685755
2011-02-24,23.0,23.72,22.93,23.255,107645,1,1.0,1.196692776327235
2011-02-25,23.49,24.24,23.49,24.03,81850,1,1.0,3.3326166415824643
2011-02-28,24.28,25.41,24.26,24.665,129275,1,3.0,2.642530170620039
2011-03-01,25.07,25.305,24.5,24.5,44875,1,1.0,-0.6689641191972351
2011-03-02,24.3,24.39,24.1,24.2,25875,1,1.0,-1.224489795918371
2011-03-03,24.0,24.705,24.0,24.28,24040,1,1.0,0.33057851239670644
2011-03-04,24.44,24.535,23.88,23.88,10875,1,1.0,-1.6474464579901205
2011-03-07,24.435,24.57,24.2,24.2,31015,1,3.0,1.340033500837512
2011-03-08,24.025,24.37,23.795,23.8,36075,1,1.0,-1.6528925619834656
2011-03-09,24.24,24.8,24.2,24.39,25805,1,1.0,2.4789915966386467
2011-03-10,24.665,24.67,24.05,24.25,26110,1,1.0,-0.5740057400574039
2011-03-11,24.305,24.305,23.7,23.7,45490,1,1.0,-2.268041237113405
2011-03-14,25.13,25.98,24.91,25.91,619845,1,3.0,9.324894514767944
2011-03-15,26.71,26.99,24.65,26.25,1141900,1,1.0,1.3122346584330424
2011-03-16,26.92,26.92,25.63,25.655,583490,1,1.0,-2.2666666666666613
2011-03-17,26.13,27.3,25.98,26.98,308785,1,1.0,5.1646852465406345
2011-03-18,27.19,28.0,26.79,27.55,367680,1,1.0,2.1126760563380254
2011-03-21,27.71,27.99,26.67,27.16,592765,1,3.0,-1.415607985480949
2011-03-22,27.0,27.0,26.56,26.76,199245,1,1.0,-1.4727540500736325
2011-03-23,26.46,27.8,26.04,27.8,226455,1,1.0,3.8863976083707064
2011-03-24,27.79,28.485,27.65,28.2,426765,1,1.0,1.4388489208633004
2011-03-25,28.49,28.8,28.15,28.78,346530,1,1.0,2.0567375886524797
2011-03-28,29.26,31.02,29.2,30.475,942495,1,3.0,5.889506601806804
2011-03-29,29.64,29.77,29.01,29.6,742880,1,1.0,-2.8712059064807227
2011-03-30,29.98,30.4,29.84,30.29,653840,1,1.0,2.3310810810810656
2011-03-31,30.6,30.94,30.4,30.9,632320,1,1.0,2.0138659623638144
2011-04-01,31.095,31.095,29.69,30.3,545755,1,1.0,-1.941747572815522
2011-04-04,29.9,30.4,29.755,30.0,546875,1,3.0,-0.990099009900991
2011-04-05,30.0,30.0,28.46,28.98,655160,1,1.0,-3.400000000000003
2011-04-06,28.8,28.975,27.8,28.14,1113295,1,1.0,-2.898550724637683
2011-04-07,27.325,28.1,26.875,27.1,945175,1,1.0,-3.6958066808813084
2011-04-08,26.895,27.64,26.325,27.18,746020,1,1.0,0.2952029520295163
2011-04-11,26.955,27.44,26.88,27.16,405450,1,3.0,-0.07358351729211954
2011-04-12,27.2,27.3,26.55,26.99,280005,1,1.0,-0.6259204712813049
2011-04-13,27.0,27.3,26.645,26.645,639920,1,1.0,-1.278251204149683
2011-04-14,26.755,26.89,26.05,26.22,320410,1,1.0,-1.5950459748545698
2011-04-15,26.29,26.4,25.41,25.54,412090,1,1.0,-2.593440122044244
2011-04-18,24.96,25.19,24.27,24.32,554180,1,3.0,-4.776820673453397
2011-04-19,24.37,25.22,24.17,24.925,302260,1,1.0,2.4876644736842035
2011-04-20,24.48,24.84,23.92,24.17,620295,1,1.0,-3.029087261785357
2011-04-21,24.2,24.68,24.155,24.46,200175,1,1.0,1.1998345055854287
2011-04-26,24.125,24.475,23.71,23.965,295840,1,5.0,-2.023712183156179
2011-04-27,23.855,24.025,23.35,23.695,505560,1,1.0,-1.1266430210723932
2011-04-28,23.79,23.79,23.47,23.765,285800,1,1.0,0.2954209748892156
2011-04-29,23.8,24.23,23.525,24.23,163150,1,1.0,1.9566589522406863
2011-05-02,24.13,24.365,23.95,24.165,205100,1,3.0,-0.26826248452331836
2011-05-03,24.02,24.285,23.75,23.845,270040,1,1.0,-1.324229257190157
2011-05-04,22.045,22.325,20.89,21.89,2292525,1,1.0,-8.198783812119936
2011-05-05,21.84,21.98,21.565,21.91,613975,1,1.0,0.0913659205116435
2011-05-06,21.75,21.75,20.95,21.36,768385,1,1.0,-2.5102692834322204
2011-05-09,21.07,21.2,20.9,20.98,215125,1,3.0,-1.7790262172284632
2011-05-10,21.135,21.3,20.85,21.12,385910,1,1.0,0.6673021925643452
2011-05-11,21.205,21.3,21.05,21.3,188190,1,1.0,0.8522727272727293
2011-05-12,21.0,21.15,20.75,20.93,310760,1,1.0,-1.7370892018779394
2011-05-13,21.2,21.285,20.845,20.965,252920,1,1.0,0.16722408026756952
2011-05-16,20.785,21.0,20.6,20.9,164095,1,3.0,-0.3100405437634235
2011-05-17,20.93,21.23,20.8,21.015,177600,1,1.0,0.5502392344497675
2011-05-18,21.23,21.645,21.19,21.52,279725,1,1.0,2.403045443730667
2011-05-19,21.99,22.62,21.99,22.36,628365,1,1.0,3.90334572490707
2011-05-20,22.6,22.75,22.27,22.42,182180,1,1.0,0.26833631484795006
2011-05-23,22.335,22.335,21.4,21.41,228415,1,3.0,-4.504906333630698
2011-05-24,21.43,21.495,20.42,20.58,420160,1,1.0,-3.8766931340495137
2011-05-25,20.415,20.95,20.18,20.83,271715,1,1.0,1.2147716229348848
2011-05-26,20.465,20.465,19.315,19.445,833480,1,1.0,-6.649063850216031
2011-05-27,19.78,20.34,19.55,19.705,333485,1,1.0,1.337104654152732
2011-05-30,20.055,20.45,19.99,20.36,370670,1,3.0,3.3240294341537746
2011-05-31,20.765,21.6,20.65,20.96,666330,1,1.0,2.946954813359537
2011-06-01,21.36,21.36,20.475,20.5,211940,1,1.0,-2.194656488549618
2011-06-02,20.6,20.605,20.305,20.305,26590,1,1.0,-0.9512195121951228
2011-06-03,20.41,20.81,20.32,20.53,77430,1,1.0,1.1081014528441235
2011-06-06,20.64,20.64,20.15,20.2,205660,1,3.0,-1.6074037993180745
2011-06-07,20.445,20.445,20.145,20.18,202575,1,1.0,-0.0990099009900991
2011-06-08,20.22,20.22,19.18,19.48,337380,1,1.0,-3.468780971258667
2011-06-09,19.34,19.58,19.2,19.35,260850,1,1.0,-0.6673511293634471
2011-06-10,19.455,19.855,19.455,19.6,202870,1,1.0,1.2919896640826822
2011-06-13,19.9,19.9,19.51,19.6,34995,1,3.0,0.0
2011-06-14,19.83,20.43,19.8,20.0,171130,1,1.0,2.0408163265306145
2011-06-15,20.16,20.295,19.415,19.61,207415,1,1.0,-1.9500000000000073
2011-06-16,18.82,18.875,18.27,18.405,576710,1,1.0,-6.144824069352362
2011-06-17,18.075,18.665,17.9,18.405,444525,1,1.0,0.0
2011-06-20,18.27,18.3,17.31,17.49,378170,1,3.0,-4.971475142624304
2011-06-21,17.545,17.88,17.185,17.495,482165,1,1.0,0.028587764436838192
2011-06-22,17.525,17.525,16.41,16.56,767165,1,1.0,-5.3443841097456595
2011-06-23,16.5,16.5,15.6,15.65,756425,1,1.0,-5.495169082125595
2011-06-24,15.93,15.93,14.97,15.16,787990,1,1.0,-3.130990415335466
2011-06-27,15.0,15.33,15.0,15.09,258370,1,3.0,-0.461741424802109
2011-06-28,15.19,15.6,15.035,15.54,273585,1,1.0,2.982107355864816
2011-06-29,15.73,16.075,15.725,15.875,318760,1,1.0,2.1557271557271607
2011-06-30,16.18,16.27,15.65,16.035,535985,1,1.0,1.0078740157480226
2011-07-01,17.12,17.67,16.73,17.235,747440,1,1.0,7.483629560336769
2011-07-04,17.36,17.63,17.16,17.37,244775,1,3.0,0.783289817232391
2011-07-05,17.58,17.685,17.41,17.435,214670,1,1.0,0.37420840529647226
2011-07-06,17.43,17.43,16.97,17.17,107120,1,1.0,-1.5199311729280018
2011-07-07,17.015,17.33,16.69,17.165,217885,1,1.0,-0.02912055911474809
2011-07-08,17.09,17.24,16.945,17.095,114175,1,1.0,-0.407806583163417
2011-07-11,17.01,17.175,17.0,17.07,137180,1,3.0,-0.146241591108498
2011-07-12,16.695,17.125,16.58,16.96,287810,1,1.0,-0.6444053895723445
2011-07-13,17.1,17.56,17.1,17.46,116720,1,1.0,2.948113207547176
2011-07-14,17.3,17.39,17.19,17.21,121490,1,1.0,-1.431844215349365
2011-07-15,17.22,17.42,17.09,17.31,52570,1,1.0,0.5810575246949279
2011-07-18,17.275,17.305,16.535,16.535,212125,1,3.0,-4.477180820335058
2011-07-19,16.5,16.76,16.3,16.3,251540,1,1.0,-1.4212276988206818
2011-07-20,16.54,16.565,16.3,16.51,103760,1,1.0,1.2883435582822234
2011-07-21,16.595,16.89,16.315,16.89,112875,1,1.0,2.301635372501498
2011-07-22,17.105,17.35,16.965,17.065,146820,1,1.0,1.0361160449970486
2011-07-25,17.085,17.085,16.7,16.705,88080,1,3.0,-2.1095810137708892
2011-07-26,16.85,16.89,16.28,16.38,73370,1,1.0,-1.9455252918287869
2011-07-27,16.215,16.22,15.8,15.81,150390,1,1.0,-3.4798534798534675
2011-07-28,15.57,15.945,15.46,15.595,110120,1,1.0,-1.3598987982289645
2011-07-29,15.4,15.695,15.1,15.45,146225,1,1.0,-0.9297851875601282
2011-08-01,15.94,15.94,15.09,15.09,129750,1,3.0,-2.3300970873786353
2011-08-02,14.86,14.86,14.175,14.21,216430,1,1.0,-5.831676607024516
2011-08-03,13.98,14.55,13.61,13.755,342530,1,1.0,-3.2019704433497553
2011-08-04,14.53,14.54,13.5,13.765,387890,1,1.0,0.07270083605961375
2011-08-05,13.5,14.54,13.385,14.1,424460,1,1.0,2.433708681438418
2011-08-08,13.4,14.255,13.33,13.35,432725,1,3.0,-5.319148936170215
2011-08-09,13.175,14.0,13.12,13.65,522980,1,1.0,2.2471910112359605
2011-08-10,13.93,13.96,12.815,12.9,536715,1,1.0,-5.494505494505497
2011-08-11,13.02,13.02,11.88,12.685,434990,1,1.0,-1.6666666666666607
2011-08-12,12.425,12.595,12.0,12.595,591100,1,1.0,-0.7094994087504913
2011-08-15,12.32,12.415,12.05,12.27,260655,1,3.0,-2.5803890432711474
2011-08-16,12.245,12.245,11.835,11.94,209975,1,1.0,-2.689486552567233
2011-08-17,14.08,15.2,13.71,14.98,731140,1,1.0,25.460636515912903
2011-08-18,14.775,15.76,13.775,13.775,1003985,1,1.0,-8.044058744993322
2011-08-19,13.64,14.305,13.04,14.05,283580,1,1.0,1.9963702359346636
2011-08-22,13.95,14.19,13.735,13.95,142720,1,3.0,-0.7117437722420017
2011-08-23,14.285,14.405,13.23,13.455,132450,1,1.0,-3.548387096774186
2011-08-24,13.455,13.99,13.135,13.87,105735,1,1.0,3.08435525826829
2011-08-25,14.225,14.23,13.77,13.785,124085,1,1.0,-0.6128334534967528
2011-08-26,13.8,13.8,13.445,13.69,99830,1,1.0,-0.6891548784911161
2011-08-29,14.075,14.21,13.78,14.175,111125,1,3.0,3.542731921110298
2011-08-30,14.375,14.57,14.0,14.1,174965,1,1.0,-0.5291005291005346
2011-08-31,14.195,14.88,14.195,14.595,281275,1,1.0,3.5106382978723483
2011-09-01,14.63,14.82,14.24,14.575,127305,1,1.0,-0.13703323055841432
