,spy,europe,eurusd,is_trading_day
2005-07-13,122.43,50.06,1.1978,1
2005-07-14,122.91,50.15,1.1978,1
2005-07-15,122.84,50.07,1.1978,1
2005-07-18,122.35,49.67,1.1978,1
2005-07-19,123.02,50.07,1.1978,1
2005-07-20,123.44,50.36,1.1978,1
2005-07-21,122.72,50.47,1.1978,1
2005-07-22,123.54,50.1,1.1978,1
2005-07-25,123.19,50.1,1.1978,1
2005-07-26,123.34,50.08,1.1978,1
2005-07-27,123.79,50.52,1.1978,1
2005-07-28,124.57,51.01,1.1978,1
2005-07-29,123.74,50.32,1.1978,1
2005-08-01,123.65,50.96,1.1978,1
2005-08-02,124.39,51.3,1.1978,1
2005-08-03,124.72,51.79,1.1978,1
2005-08-04,123.72,51.36,1.1978,1
2005-08-05,122.88,51.38,1.1978,1
2005-08-08,122.65,51.45,1.1978,1
2005-08-09,123.39,51.87,1.1978,1
2005-08-10,123.33,52.15,1.1978,1
2005-08-11,123.82,52.58,1.1978,1
2005-08-12,123.06,52.5,1.1978,1
2005-08-15,123.82,52.5,1.1978,1
2005-08-16,122.21,52.19,1.1978,1
2005-08-17,122.2,51.51,1.1978,1
2005-08-18,122.19,51.31,1.1978,1
2005-08-19,122.47,51.35,1.1978,1
2005-08-22,122.47,51.64,1.1978,1
2005-08-23,122.24,51.4,1.1978,1
2005-08-24,121.15,51.09,1.1978,1
2005-08-25,121.59,51.15,1.1978,1
2005-08-26,120.76,50.83,1.1978,1
2005-08-29,121.69,50.83,1.1978,1
2005-08-30,121.05,50.7,1.1978,1
2005-08-31,122.58,51.75,1.1978,1
2005-09-01,122.49,52.59,1.1978,1
2005-09-02,122.27,52.74,1.1978,1
2005-09-06,123.7,53.29,1.1978,1
2005-09-07,123.91,53.18,1.1978,1
2005-09-08,123.5,52.92,1.1978,1
2005-09-09,124.6,53.39,1.1978,1
2005-09-12,124.35,52.82,1.1978,1
2005-09-13,123.66,52.38,1.1978,1
2005-09-14,123.21,52.34,1.1978,1
2005-09-15,123.15,52.34,1.1978,1
2005-09-16,123.5,52.9185,1.1978,1
2005-09-19,123.09,52.4,1.1978,1
2005-09-20,122.05,52.21,1.1978,1
2005-09-21,120.91,51.99,1.1978,1
2005-09-22,121.34,51.93,1.1978,1
2005-09-23,121.44,51.79,1.1978,1
2005-09-26,121.58,52.06,1.1978,1
2005-09-27,121.55,52.06,1.1978,1
2005-09-28,121.67,52.46,1.1978,1
2005-09-29,122.66,52.89,1.1978,1
2005-09-30,123.04,52.43,1.1978,1
2005-10-03,122.6,52.29,1.1978,1
2005-10-04,121.22,52.18,1.1978,1
2005-10-05,119.63,51.87,1.1978,1
2005-10-06,119.2,51.93,1.1978,1
2005-10-07,119.61,51.85,1.1978,1
2005-10-10,118.6,51.68,1.1978,1
2005-10-11,118.43,51.42,1.1978,1
2005-10-12,117.5,51.0,1.1978,1
2005-10-13,117.43,50.63,1.1978,1
2005-10-14,118.67,51.29,1.1978,1
2005-10-17,119.11,50.88,1.1978,1
2005-10-18,117.82,50.27,1.1978,1
2005-10-19,119.78,50.45,1.1978,1
2005-10-20,117.67,49.61,1.1978,1
2005-10-21,118.13,49.75,1.1978,1
2005-10-24,119.96,50.56,1.1978,1
2005-10-25,119.72,50.68,1.1978,1
2005-10-26,119.37,50.65,1.1978,1
2005-10-27,118.1,50.48,1.1978,1
2005-10-28,119.8,50.88,1.1978,1
2005-10-31,120.13,51.34,1.1978,1
2005-11-01,120.49,51.38,1.1978,1
2005-11-02,121.75,52.01,1.1978,1
2005-11-03,122.27,52.2,1.1978,1
2005-11-04,122.11,51.42,1.1978,1
2005-11-07,122.23,51.58,1.1978,1
2005-11-08,122.23,51.4299,1.1978,1
2005-11-09,122.39,51.43,1.1978,1
2005-11-10,123.34,51.49,1.1978,1
2005-11-11,123.76,51.69,1.1978,1
2005-11-14,123.69,51.53,1.1978,1
2005-11-15,123.24,51.16,1.1978,1
2005-11-16,123.49,50.95,1.1978,1
2005-11-17,124.64,51.62,1.1978,1
2005-11-18,125.13,51.85,1.1978,1
2005-11-21,125.76,52.02,1.1978,1
2005-11-22,126.3,52.43,1.1978,1
2005-11-23,127.03,52.55,1.1978,1
2005-11-25,127.13,52.0999,1.1978,1
2005-11-28,126.23,52.19,1.1978,1
2005-11-29,126.09,52.15,1.1978,1
2005-11-30,125.41,51.79,1.1978,1
2005-12-01,126.69,52.69,1.1978,1
2005-12-02,126.85,53.0,1.1978,1
2005-12-05,126.58,53.12,1.1978,1
2005-12-06,126.82,53.37,1.1978,1
2005-12-07,126.08,52.87,1.1978,1
2005-12-08,126.0,53.2,1.1978,1
2005-12-09,126.33,53.5,1.1978,1
2005-12-12,126.45,54.07,1.1978,1
2005-12-13,127.31,54.3599,1.1978,1
2005-12-14,127.81,54.34,1.1978,1
2005-12-15,127.44,53.89,1.1978,1
2005-12-16,126.36,54.24,1.1978,1
2005-12-19,125.71,54.11,1.1978,1
2005-12-20,125.83,53.81,1.1978,1
2005-12-21,126.03,53.75,1.1978,1
2005-12-22,126.69,54.09,1.1978,1
2005-12-23,126.76,54.11,1.1978,1
2005-12-27,125.47,52.5,1.1978,1
2005-12-28,125.75,52.87,1.1978,1
2005-12-29,125.19,52.86,1.1978,1
2005-12-30,124.51,52.6,1.1978,1
2006-01-03,126.7,54.46,1.1978,1
2006-01-04,127.3,54.98,1.1978,1
2006-01-05,127.38,54.81,1.1978,1
2006-01-06,128.44,55.47,1.1978,1
2006-01-09,128.77,55.17,1.1978,1
2006-01-10,128.9,54.8,1.1978,1
2006-01-11,129.31,55.3,1.1978,1
2006-01-12,128.8,54.78,1.1978,1
2006-01-13,128.68,55.0,1.1978,1
2006-01-17,128.33,54.55,1.1978,1
2006-01-18,127.82,54.27,1.1978,1
2006-01-19,128.31,54.27,1.1978,1
2006-01-20,125.97,53.82,1.1978,1
2006-01-23,126.42,54.66,1.1978,1
2006-01-24,126.55,54.65,1.1978,1
2006-01-25,126.66,54.99,1.1978,1
2006-01-26,127.36,55.45,1.1978,1
2006-01-27,128.54,55.46,1.1978,1
2006-01-30,128.44,55.58,1.1978,1
2006-01-31,127.5,55.93,1.1978,1
2006-02-01,128.39,55.93,1.1978,1
2006-02-02,126.9,55.59,1.1978,1
2006-02-03,126.27,55.14,1.1978,1
2006-02-06,126.6,55.07,1.1978,1
2006-02-07,125.48,54.6,1.1978,1
2006-02-08,126.62,55.11,1.1978,1
2006-02-09,126.41,55.39,1.1978,1
2006-02-10,126.64,55.3295,1.1906,1
2006-02-13,126.41,55.17,1.1896,1
2006-02-14,127.75,55.51,1.1914,1
2006-02-15,128.2,55.28,1.1888,1
2006-02-16,129.16,55.64,1.1903,1
2006-02-17,128.81,55.88,1.193,1
2006-02-20,128.81,55.88,1.1937,1
2006-02-21,128.49,55.99,1.1911,1
2006-02-22,129.27,56.38,1.1908,1
2006-02-23,129.08,56.2,1.1919,1
2006-02-24,129.41,56.13,1.1875,1
2006-02-27,129.46,56.22,1.1846,1
2006-02-28,128.23,55.75,1.192,1
2006-03-01,129.37,56.26,1.1915,1
2006-03-02,129.36,56.35,1.2034,1
2006-03-03,128.76,56.52,1.203,1
2006-03-06,128.17,56.35,1.2013,1
2006-03-07,127.97,55.63,1.1885,1
2006-03-08,128.24,55.65,1.1925,1
2006-03-09,127.38,55.68,1.1907,1
2006-03-10,128.59,56.25,1.1913,1
2006-03-13,128.83,56.73,1.1957,1
2006-03-14,130.18,57.43,1.201,1
2006-03-15,130.76,57.73,1.2068,1
2006-03-16,131.03,58.14,1.2179,1
2006-03-17,130.62,58.25,1.2195,1
2006-03-20,130.41,58.24,1.2165,1
2006-03-21,129.59,57.72,1.2092,1
2006-03-22,130.38,58.2,1.2074,1
2006-03-23,130.11,57.59,1.1967,1
2006-03-24,130.21,58.02,1.203,1
2006-03-27,130.02,57.57,1.2012,1
2006-03-28,129.22,57.2,1.1996,1
2006-03-29,130.03,57.75,1.2024,1
2006-03-30,129.8,58.3501,1.216,1
2006-03-31,129.83,57.99,1.2121,1
2006-04-03,129.73,58.41,1.2131,1
2006-04-04,130.56,59.15,1.2258,1
2006-04-05,131.01,59.33,1.2295,1
2006-04-06,130.87,59.0793,1.2218,1
2006-04-07,129.54,58.21,1.2101,1
2006-04-10,129.74,58.32,1.211,1
2006-04-11,128.64,57.81,1.2138,1
2006-04-12,128.88,57.73,1.2102,1
2006-04-13,128.71,57.92,1.2107,1
2006-04-14,128.71,57.92,1.211,1
2006-04-17,128.66,58.51,1.2254,1
2006-04-18,130.7,59.35,1.2361,1
2006-04-19,130.95,60.0,1.2375,1
2006-04-20,131.13,59.9,1.2315,1
2006-04-21,131.15,60.17,1.2344,1
2006-04-24,130.91,60.56,1.2381,1
2006-04-25,130.37,60.37,1.2427,1
2006-04-26,130.4,60.49,1.2444,1
2006-04-27,131.03,60.77,1.253,1
2006-04-28,131.47,61.02,1.2613,1
2006-05-01,130.4,60.86,1.2569,1
2006-05-02,131.38,61.78,1.2612,1
2006-05-03,130.89,61.26,1.2629,1
2006-05-04,131.36,61.71,1.2689,1
2006-05-05,132.52,62.98,1.2728,1
2006-05-08,132.36,62.93,1.2696,1
2006-05-09,132.62,63.28,1.2757,1
2006-05-10,132.55,63.3,1.2783,1
2006-05-11,130.95,62.77,1.2833,1
2006-05-12,129.24,61.82,1.2926,1
2006-05-15,129.5,60.71,1.2794,1
2006-05-16,129.31,61.14,1.2858,1
2006-05-17,126.85,58.8799,1.2725,1
2006-05-18,126.21,58.86,1.2857,1
2006-05-19,127.1,59.08,1.277,1
2006-05-22,126.13,57.88,1.286,1
2006-05-23,125.17,58.76,1.2809,1
2006-05-24,126.17,58.2,1.2758,1
2006-05-25,127.73,59.28,1.2822,1
2006-05-26,128.38,59.77,1.2725,1
2006-05-29,128.38,59.77,1.2747,1
2006-05-30,126.1,59.02,1.2873,1
2006-05-31,127.51,59.23,1.2812,1
2006-06-01,128.73,59.83,1.2809,1
2006-06-02,129.0,60.45,1.2921,1
2006-06-05,127.12,59.25,1.2903,1
2006-06-06,126.81,58.6,1.2817,1
2006-06-07,125.86,58.21,1.2797,1
2006-06-08,125.75,56.5,1.265,1
2006-06-09,125.35,56.55,1.264,1
2006-06-12,123.99,55.9912,1.2579,1
2006-06-13,122.55,54.4,1.2544,1
2006-06-14,123.5,55.34,1.2604,1
2006-06-15,126.12,57.09,1.2629,1
2006-06-16,124.65,56.735,1.2636,1
2006-06-19,123.67,56.35,1.2574,1
2006-06-20,124.09,56.8,1.2578,1
2006-06-21,125.01,57.59,1.2664,1
2006-06-22,124.46,57.02,1.2568,1
2006-06-23,124.44,56.93,1.2509,1
2006-06-26,124.99,57.2,1.2584,1
2006-06-27,123.91,56.41,1.2579,1
2006-06-28,124.75,57.14,1.2545,1
2006-06-29,127.27,58.98,1.2667,1
2006-06-30,127.28,59.83,1.2789,1
2006-07-03,127.8,60.21,1.2791,1
2006-07-04,127.8,60.21,1.2786,1
2006-07-05,127.07,59.12,1.2718,1
2006-07-06,127.44,59.89,1.2775,1
2006-07-07,126.61,59.53,1.2812,1
2006-07-10,126.85,59.7,1.2735,1
2006-07-11,127.41,59.82,1.2766,1
2006-07-12,126.05,58.91,1.27,1
2006-07-13,124.0,57.76,1.2692,1
2006-07-14,123.52,57.4,1.2644,1
2006-07-17,123.34,56.62,1.252,1
2006-07-18,123.97,56.5,1.2502,1
2006-07-19,125.69,58.28,1.2592,1
2006-07-20,124.83,57.94,1.2627,1
2006-07-21,123.95,57.92,1.2695,1
2006-07-24,126.21,58.92,1.2634,1
2006-07-25,126.66,58.9,1.2579,1
2006-07-26,126.83,59.29,1.2716,1
2006-07-27,126.71,59.46,1.2692,1
2006-07-28,127.98,60.61,1.2747,1
2006-07-31,127.85,60.45,1.2766,1
2006-08-01,127.22,60.13,1.2822,1
2006-08-02,128.08,60.73,1.2788,1
2006-08-03,128.42,60.65,1.2801,1
2006-08-04,128.2,60.89,1.2878,1
2006-08-07,127.9,60.66,1.2815,1
2006-08-08,127.41,60.27,1.2821,1
2006-08-09,126.98,60.72,1.2863,1
2006-08-10,127.37,60.5,1.2793,1
2006-08-11,127.01,60.19,1.2721,1
2006-08-14,127.11,60.27,1.2722,1
2006-08-15,128.63,61.6,1.2784,1
2006-08-16,129.7,62.14,1.2839,1
2006-08-17,130.03,61.92,1.2826,1
2006-08-18,130.69,62.1,1.2823,1
2006-08-21,130.13,62.04,1.2886,1
2006-08-22,130.12,61.69,1.2805,1
2006-08-23,129.76,61.55,1.2786,1
2006-08-24,129.65,61.52,1.2763,1
2006-08-25,129.81,61.51,1.2751,1
2006-08-28,130.43,62.0,1.2784,1
2006-08-29,130.58,62.37,1.2829,1
2006-08-30,130.66,62.55,1.2837,1
2006-08-31,130.64,62.41,1.2806,1
2006-09-01,131.42,62.71,1.2835,1
2006-09-04,131.42,62.71,1.286,1
2006-09-05,131.67,62.72,1.2817,1
2006-09-06,130.51,61.84,1.2804,1
2006-09-07,129.91,61.15,1.2733,1
2006-09-08,130.28,61.15,1.2677,1
2006-09-11,130.41,60.96,1.2701,1
2006-09-12,131.69,61.86,1.2682,1
2006-09-13,132.22,61.93,1.2699,1
2006-09-14,132.23,62.03,1.2724,1
2006-09-15,131.96,61.7,1.2661,1
2006-09-18,132.14,62.02,1.2702,1
2006-09-19,131.81,61.43,1.2671,1
2006-09-20,132.51,62.3,1.2687,1
2006-09-21,131.87,62.57,1.2781,1
2006-09-22,131.47,62.34,1.2783,1
2006-09-25,132.48,62.52,1.2746,1
2006-09-26,133.58,62.85,1.2683,1
2006-09-27,133.74,63.0,1.2701,1
2006-09-28,133.69,63.2,1.2695,1
2006-09-29,133.58,63.11,1.2674,1
2006-10-02,133.08,63.08,1.2739,1
2006-10-03,133.36,62.97,1.2727,1
2006-10-04,134.92,63.65,1.2715,1
2006-10-05,135.18,63.65,1.2688,1
2006-10-06,135.01,63.18,1.2599,1
2006-10-09,135.09,63.3,1.2593,1
2006-10-10,135.27,63.33,1.2535,1
2006-10-11,135.11,63.42,1.2521,1
2006-10-12,136.28,64.11,1.2561,1
2006-10-13,136.63,64.1,1.2512,1
2006-10-16,136.84,64.26,1.2532,1
2006-10-17,136.41,63.88,1.2537,1
2006-10-18,136.59,63.95,1.2531,1
2006-10-19,136.81,64.49,1.2623,1
2006-10-20,136.84,64.89,1.2615,1
2006-10-23,137.47,64.85,1.255,1
2006-10-24,137.88,64.74,1.2553,1
2006-10-25,138.35,65.29,1.2606,1
2006-10-26,138.78,65.77,1.2688,1
2006-10-27,137.91,65.36,1.274,1
2006-10-30,137.81,65.22,1.2724,1
2006-10-31,137.79,65.44,1.2762,1
2006-11-01,136.86,65.33,1.2756,1
2006-11-02,136.78,65.56,1.2779,1
2006-11-03,136.54,65.4,1.2718,1
2006-11-06,138.08,66.28,1.2723,1
2006-11-07,138.61,66.57,1.2773,1
2006-11-08,138.91,66.85,1.2757,1
2006-11-09,138.18,66.53,1.2829,1
2006-11-10,138.24,67.09,1.284,1
2006-11-13,138.58,66.78,1.2805,1
2006-11-14,139.62,67.06,1.281,1
2006-11-15,140.02,67.11,1.2827,1
2006-11-16,140.38,67.02,1.2795,1
2006-11-17,140.42,66.93,1.2826,1
2006-11-20,140.5,66.85,1.2816,1
2006-11-21,140.64,67.29,1.2842,1
2006-11-22,140.92,67.66,1.2942,1
2006-11-23,140.92,67.66,1.2947,1
2006-11-24,140.35,67.61,1.3094,1
2006-11-27,138.42,66.69,1.3132,1
2006-11-28,139.02,67.14,1.3199,1
2006-11-29,140.47,67.66,1.3153,1
2006-11-30,140.53,67.9,1.3241,1
2006-12-01,140.22,67.66,1.3337,1
2006-12-04,141.29,68.17,1.3339,1
2006-12-05,141.9,68.69,1.3317,1
2006-12-06,141.78,68.24,1.3284,1
2006-12-07,141.16,68.69,1.3287,1
2006-12-08,141.42,68.52,1.3201,1
2006-12-11,141.83,68.99,1.3237,1
2006-12-12,141.72,69.15,1.3284,1
2006-12-13,141.87,69.53,1.3212,1
2006-12-14,143.12,69.9,1.3144,1
2006-12-15,142.34,69.39,1.3081,1
2006-12-18,141.95,69.5,1.3096,1
2006-12-19,142.22,69.88,1.3198,1
2006-12-20,142.14,69.51,1.3172,1
2006-12-21,141.62,69.36,1.3176,1
2006-12-22,140.75,67.38,1.3127,1
2006-12-25,140.75,67.38,1.3119,1
2006-12-26,141.58,67.4088,1.3096,1
2006-12-27,142.51,68.1,1.3114,1
2006-12-28,142.21,68.4,1.3147,1
2006-12-29,141.62,68.16,1.3197,1
2007-01-01,141.62,68.16,1.3199,1
2007-01-02,141.62,68.16,1.3274,1
2007-01-03,141.37,68.5,1.3169,1
2007-01-04,141.67,68.37,1.3083,1
2007-01-05,140.54,67.5,1.3003,1
2007-01-08,141.19,67.27,1.3023,1
2007-01-09,141.07,67.02,1.2999,1
2007-01-10,141.54,66.66,1.2937,1
2007-01-11,142.16,67.65,1.2892,1
2007-01-12,143.24,68.05,1.2924,1
2007-01-15,143.24,68.05,1.2936,1
2007-01-16,142.96,68.24,1.2918,1
2007-01-17,143.02,67.95,1.2938,1
2007-01-18,142.54,67.87,1.2963,1
2007-01-19,142.82,68.61,1.2961,1
2007-01-22,142.38,68.27,1.2949,1
2007-01-23,142.8,68.7,1.3026,1
2007-01-24,143.95,69.24,1.297,1
2007-01-25,142.26,68.15,1.2931,1
2007-01-26,142.13,68.25,1.2915,1
2007-01-29,142.05,68.37,1.2957,1
2007-01-30,142.79,68.82,1.2969,1
2007-01-31,143.75,69.23,1.3033,1
2007-02-01,144.61,69.68,1.3021,1
2007-02-02,144.81,69.57,1.2961,1
2007-02-05,144.85,69.35,1.2928,1
2007-02-06,144.89,69.97,1.2983,1
2007-02-07,145.21,70.19,1.3012,1
2007-02-08,145.02,70.0,1.304,1
2007-02-09,143.94,69.62,1.3005,1
2007-02-12,143.45,69.21,1.2966,1
2007-02-13,144.66,69.89,1.3037,1
2007-02-14,145.61,70.88,1.3129,1
2007-02-15,145.8,70.91,1.314,1
2007-02-16,145.73,70.84,1.3137,1
2007-02-19,145.73,70.84,1.3155,1
2007-02-20,146.04,70.91,1.3137,1
2007-02-21,145.98,70.46,1.3139,1
2007-02-22,145.87,70.65,1.3125,1
2007-02-23,145.3,71.03,1.3165,1
2007-02-26,145.17,71.1,1.3188,1
2007-02-27,139.5,67.63,1.3239,1
2007-02-28,140.93,68.37,1.3225,1
2007-03-01,140.51,67.44,1.3186,1
2007-03-02,138.67,66.75,1.3191,1
2007-03-05,137.35,65.6,1.3088,1
2007-03-06,139.7,67.39,1.3127,1
2007-03-07,139.56,67.65,1.3176,1
2007-03-08,140.74,67.9901,1.313,1
2007-03-09,140.78,68.31,1.3114,1
2007-03-12,140.99,68.57,1.3189,1
2007-03-13,138.25,66.87,1.3195,1
2007-03-14,139.28,67.12,1.3224,1
2007-03-15,139.47,67.39,1.3237,1
2007-03-16,138.53,67.62,1.3315,1
2007-03-19,140.2,68.47,1.3302,1
2007-03-20,140.97,69.2499,1.3317,1
2007-03-21,143.29,71.02,1.338,1
2007-03-22,143.18,70.59,1.333,1
2007-03-23,143.39,70.91,1.3283,1
2007-03-26,143.2,71.08,1.333,1
2007-03-27,142.86,70.68,1.335,1
2007-03-28,141.82,69.94,1.3313,1
2007-03-29,141.97,70.79,1.333,1
2007-03-30,142.0,70.92,1.3352,1
2007-04-02,142.16,71.62,1.3365,1
2007-04-03,143.69,72.01,1.333,1
2007-04-04,143.85,72.08,1.3368,1
2007-04-05,144.24,72.81,1.3429,1
2007-04-06,144.24,72.81,1.3378,1
2007-04-09,144.44,72.43,1.3353,1
2007-04-10,144.61,73.1,1.3439,1
2007-04-11,144.02,72.75,1.343,1
2007-04-12,144.66,73.4,1.3481,1
2007-04-13,145.32,73.81,1.3527,1
2007-04-16,146.7,74.62,1.3534,1
2007-04-17,147.09,74.64,1.3566,1
2007-04-18,147.27,74.6,1.3606,1
2007-04-19,147.23,74.44,1.3611,1
2007-04-20,148.62,75.4,1.3588,1
2007-04-23,148.06,74.82,1.3576,1
2007-04-24,148.12,74.91,1.3636,1
2007-04-25,149.48,75.62,1.3637,1
2007-04-26,149.65,75.19,1.3602,1
2007-04-27,149.53,75.29,1.3649,1
2007-04-30,148.29,75.0,1.3646,1
2007-05-01,148.67,74.99,1.3604,1
2007-05-02,149.54,75.48,1.3592,1
2007-05-03,150.35,75.4,1.355,1
2007-05-04,150.92,76.4,1.359,1
2007-05-07,150.95,76.44,1.3601,1
2007-05-08,150.75,75.64,1.3543,1
2007-05-09,151.16,75.8,1.3527,1
2007-05-10,149.58,74.0,1.3479,1
2007-05-11,150.86,75.67,1.3522,1
2007-05-14,150.53,75.22,1.3545,1
2007-05-15,150.57,75.4,1.359,1
2007-05-16,151.6,75.64,1.3515,1
2007-05-17,151.3,75.51,1.3494,1
2007-05-18,152.62,76.45,1.3508,1
2007-05-21,152.54,75.86,1.3468,1
2007-05-22,152.42,75.88,1.3447,1
2007-05-23,152.44,76.29,1.346,1
2007-05-24,151.06,75.53,1.3428,1
2007-05-25,151.69,76.03,1.3442,1
2007-05-28,151.69,76.03,1.3451,1
2007-05-29,152.24,75.99,1.3448,1
2007-05-30,153.48,76.35,1.3429,1
2007-05-31,153.32,76.6,1.3453,1
2007-06-01,154.08,77.02,1.3448,1
2007-06-04,154.1,77.51,1.3489,1
2007-06-05,153.49,76.76,1.3524,1
2007-06-06,151.84,75.6,1.3503,1
2007-06-07,149.1,73.8,1.3433,1
2007-06-08,151.04,74.81,1.3372,1
2007-06-11,151.3,74.94,1.3358,1
2007-06-12,149.65,73.66,1.3302,1
2007-06-13,151.89,74.84,1.331,1
2007-06-14,152.86,75.42,1.3312,1
2007-06-15,153.07,76.6,1.3388,1
2007-06-18,152.89,76.67,1.3415,1
2007-06-19,153.27,77.0,1.3427,1
2007-06-20,151.14,76.26,1.3403,1
2007-06-21,151.98,76.4299,1.3388,1
2007-06-22,150.55,75.42,1.347,1
2007-06-25,149.83,75.37,1.3462,1
2007-06-26,148.29,75.14,1.3454,1
2007-06-27,150.4,75.6,1.3453,1
2007-06-28,150.38,75.82,1.345,1
2007-06-29,150.43,76.33,1.3541,1
2007-07-02,151.79,77.2,1.3624,1
2007-07-03,152.34,77.75,1.3608,1
2007-07-04,152.34,77.75,1.3612,1
2007-07-05,152.18,77.52,1.3598,1
2007-07-06,152.98,78.01,1.3627,1
2007-07-09,153.1,78.35,1.3626,1
2007-07-10,150.92,77.15,1.3746,1
2007-07-11,151.99,78.2,1.3744,1
2007-07-12,154.39,79.51,1.3788,1
2007-07-13,154.85,79.32,1.3782,1
2007-07-16,154.83,78.85,1.3771,1
2007-07-17,154.75,78.9,1.3781,1
2007-07-18,154.47,78.5,1.3802,1
2007-07-19,155.07,78.61,1.3803,1
2007-07-20,153.5,77.96,1.3827,1
2007-07-23,153.97,78.27,1.3807,1
2007-07-24,151.3,76.72,1.3823,1
2007-07-25,151.61,76.59,1.3721,1
2007-07-26,148.02,74.19,1.3746,1
2007-07-27,145.11,72.65,1.3633,1
2007-07-30,147.38,73.7,1.3696,1
2007-07-31,145.72,74.16,1.3683,1
2007-08-01,146.43,74.71,1.3666,1
2007-08-02,147.6,74.75,1.3702,1
2007-08-03,143.8,73.36,1.3773,1
2007-08-06,146.21,74.36,1.3793,1
2007-08-07,147.77,74.64,1.3736,1
2007-08-08,149.83,76.12,1.3797,1
2007-08-09,145.39,73.21,1.3677,1
2007-08-10,144.71,72.351,1.3692,1
2007-08-13,145.23,72.43,1.3612,1
2007-08-14,143.01,71.4399,1.3533,1
2007-08-15,141.04,69.7,1.3441,1
2007-08-16,142.1,69.13,1.3427,1
2007-08-17,144.71,70.62,1.3475,1
2007-08-20,144.64,70.45,1.3473,1
2007-08-21,144.93,70.3,1.3465,1
2007-08-22,146.65,72.2999,1.3543,1
2007-08-23,146.52,72.18,1.3564,1
2007-08-24,148.33,73.73,1.3674,1
2007-08-27,146.95,73.29,1.3641,1
2007-08-28,143.72,71.29,1.36,1
2007-08-29,146.54,73.32,1.3674,1
2007-08-30,146.15,72.86,1.3631,1
2007-08-31,147.59,74.36,1.3628,1
2007-09-03,147.59,74.36,1.3622,1
2007-09-04,149.08,74.87,1.3604,1
2007-09-05,147.79,73.86,1.365,1
2007-09-06,148.13,74.23,1.369,1
2007-09-07,146.07,73.13,1.3767,1
2007-09-10,145.79,72.55,1.3806,1
2007-09-11,147.49,74.3,1.3836,1
2007-09-12,147.87,74.16,1.3905,1
2007-09-13,148.91,74.74,1.3864,1
2007-09-14,148.9,74.12,1.3874,1
2007-09-17,148.1,73.12,1.3859,1
2007-09-18,152.46,75.71,1.3982,1
2007-09-19,153.36,76.148,1.3967,1
2007-09-20,152.28,76.44,1.4066,1
2007-09-21,151.97,77.0,1.409,1
2007-09-24,151.69,76.92,1.4078,1
2007-09-25,151.39,77.0,1.4148,1
2007-09-26,152.19,76.84,1.4131,1
2007-09-27,153.09,77.76,1.4146,1
2007-09-28,152.58,78.2,1.4266,1
2007-10-01,154.3,78.9799,1.4233,1
2007-10-02,154.09,78.92,1.4148,1
2007-10-03,153.78,78.0,1.4091,1
2007-10-04,154.02,78.54,1.4135,1
2007-10-05,155.85,78.95,1.4135,1
2007-10-08,155.02,78.35,1.4056,1
2007-10-09,156.48,79.22,1.4104,1
2007-10-10,156.22,79.48,1.4141,1
2007-10-11,155.47,79.8301,1.4201,1
2007-10-12,156.33,80.1,1.4179,1
2007-10-15,155.01,79.61,1.4212,1
2007-10-16,153.78,78.69,1.4173,1
2007-10-17,154.25,79.61,1.4216,1
2007-10-18,153.69,79.84,1.4285,1
2007-10-19,149.67,78.14,1.4304,1
2007-10-22,150.54,77.84,1.4175,1
2007-10-23,151.76,78.9,1.426,1
2007-10-24,151.48,78.5,1.4265,1
2007-10-25,151.84,78.95,1.4331,1
2007-10-26,153.62,80.47,1.4393,1
2007-10-29,154.13,81.14,1.4422,1
2007-10-30,153.06,80.78,1.444,1
2007-10-31,154.65,81.91,1.4478,1
2007-11-01,151.03,79.98,1.4421,1
2007-11-02,151.2,80.4,1.4501,1
2007-11-05,150.05,79.52,1.4468,1
2007-11-06,152.07,80.55,1.4557,1
2007-11-07,147.91,79.25,1.4635,1
2007-11-08,147.16,80.0,1.4676,1
2007-11-09,145.14,78.1299,1.4677,1
2007-11-12,143.7,76.86,1.4531,1
2007-11-13,148.08,78.9,1.4603,1
2007-11-14,147.67,78.38,1.4649,1
2007-11-15,145.54,77.32,1.4612,1
2007-11-16,145.79,77.72,1.4662,1
2007-11-19,143.76,75.3,1.4665,1
2007-11-20,144.64,76.78,1.4836,1
2007-11-21,141.68,75.59,1.4858,1
2007-11-22,141.68,75.59,1.485,1
2007-11-23,144.13,77.49,1.4835,1
2007-11-26,140.95,75.8,1.487,1
2007-11-27,142.57,76.9,1.4831,1
2007-11-28,147.13,79.3,1.4839,1
2007-11-29,147.18,78.45,1.4743,1
2007-11-30,148.66,78.83,1.4632,1
2007-12-03,147.68,78.58,1.4666,1
2007-12-04,146.36,78.12,1.4762,1
2007-12-05,148.81,78.87,1.4609,1
2007-12-06,150.94,79.49,1.4635,1
2007-12-07,150.91,79.3844,1.4656,1
2007-12-10,152.08,80.3,1.4711,1
2007-12-11,147.91,78.2,1.4654,1
2007-12-12,149.37,79.81,1.4707,1
2007-12-13,149.06,78.35,1.4632,1
2007-12-14,147.17,76.46,1.4429,1
2007-12-17,145.07,75.05,1.4398,1
2007-12-18,145.88,75.7,1.4416,1
2007-12-19,145.88,75.07,1.438,1
2007-12-20,146.8,75.48,1.433,1
2007-12-21,148.13,76.54,1.4376,1
2007-12-24,149.23,74.58,1.4393,1
2007-12-25,149.23,74.58,1.4401,1
2007-12-26,149.55,74.78,1.4488,1
