,spy,europe,eurusd,is_trading_day
2012-07-23,135.09,40.96,1.2113,1
2012-07-24,133.93,40.36,1.206,1
2012-07-25,133.96,40.75,1.2149,1
2012-07-26,136.17,42.33,1.2278,1
2012-07-27,138.68,43.37,1.2321,1
2012-07-30,138.68,43.33,1.2256,1
2012-07-31,137.71,42.97,1.2297,1
2012-08-01,137.59,43.05,1.2228,1
2012-08-02,136.64,42.19,1.2183,1
2012-08-03,139.35,44.09,1.2386,1
2012-08-06,139.62,44.38,1.24,1
2012-08-07,140.32,44.73,1.2397,1
2012-08-08,140.49,44.7,1.2364,1
2012-08-09,140.61,44.63,1.2301,1
2012-08-10,140.84,44.76,1.2288,1
2012-08-13,140.77,44.55,1.2332,1
2012-08-14,140.79,44.71,1.2318,1
2012-08-15,140.95,44.7,1.2286,1
2012-08-16,141.99,45.2,1.2356,1
2012-08-17,142.18,45.24,1.2321,1
2012-08-20,142.19,45.14,1.2345,1
2012-08-21,141.76,45.48,1.247,1
2012-08-22,141.82,45.44,1.2529,1
2012-08-23,140.66,45.09,1.2564,1
2012-08-24,141.51,45.02,1.2512,1
2012-08-27,141.54,45.18,1.2496,1
2012-08-28,141.4,45.14,1.2564,1
2012-08-29,141.51,44.95,1.2527,1
2012-08-30,140.49,44.45,1.2502,1
2012-08-31,141.16,44.98,1.2576,1
2012-09-03,141.16,44.98,1.2586,1
2012-09-04,141.03,44.85,1.2564,1
2012-09-05,140.91,44.88,1.26,1
2012-09-06,143.77,46.24,1.2631,1
2012-09-07,144.33,46.89,1.2815,1
2012-09-10,143.51,46.41,1.2758,1
2012-09-11,143.91,47.09,1.2851,1
2012-09-12,144.39,47.25,1.2898,1
2012-09-13,146.59,48.04,1.2985,1
2012-09-14,147.24,48.54,1.3137,1
2012-09-17,146.74,48.27,1.3112,1
2012-09-18,146.62,48.0,1.3044,1
2012-09-19,146.7,48.19,1.3045,1
2012-09-20,146.71,47.82,1.2964,1
2012-09-21,145.87,48.01,1.2971,1
2012-09-24,145.65,46.72,1.2929,1
2012-09-25,144.1,46.3,1.2904,1
2012-09-26,143.29,45.64,1.2872,1
2012-09-27,144.64,46.26,1.2913,1
2012-09-28,143.97,45.26,1.2857,1
2012-10-01,144.35,45.77,1.2886,1
2012-10-02,144.5,46.08,1.2915,1
2012-10-03,145.09,45.85,1.2909,1
2012-10-04,146.13,46.51,1.3017,1
2012-10-05,146.14,46.61,1.3029,1
2012-10-08,145.64,46.25,1.2965,1
2012-10-09,144.2,45.43,1.2882,1
2012-10-10,143.28,45.42,1.285,1
2012-10-11,143.36,45.79,1.2931,1
2012-10-12,142.89,45.75,1.2953,1
2012-10-15,144.08,46.24,1.2942,1
2012-10-16,145.54,47.08,1.3097,1
2012-10-17,146.2,47.51,1.3115,1
2012-10-18,145.82,47.2,1.3067,1
2012-10-19,143.39,46.59,1.3022,1
2012-10-22,143.41,46.89,1.3063,1
2012-10-23,141.42,45.7,1.2984,1
2012-10-24,141.02,45.69,1.2968,1
2012-10-25,141.43,45.97,1.294,1
2012-10-26,141.35,46.0,1.2935,1
2012-10-29,141.35,46.0,1.2901,1
2012-10-30,141.35,46.0,1.2962,1
2012-10-31,141.35,46.06,1.2955,1
2012-11-01,142.83,46.56,1.2939,1
2012-11-02,141.56,46.07,1.2841,1
2012-11-05,141.85,45.89,1.2794,1
2012-11-06,142.96,46.4008,1.2812,1
2012-11-07,139.72,45.6,1.277,1
2012-11-08,138.04,45.11,1.2745,1
2012-11-09,138.16,45.04,1.2709,1
2012-11-12,138.27,45.13,1.2708,1
2012-11-13,137.79,44.9,1.2703,1
2012-11-14,135.93,44.5,1.2735,1
2012-11-15,135.7,44.48,1.2779,1
2012-11-16,136.37,44.2,1.274,1
2012-11-19,139.13,45.31,1.2814,1
2012-11-20,139.19,45.47,1.2816,1
2012-11-21,139.45,45.6,1.2829,1
2012-11-22,139.45,45.6,1.2885,1
2012-11-23,141.35,46.74,1.2976,1
2012-11-26,141.05,46.56,1.2971,1
2012-11-27,140.33,46.3,1.2943,1
2012-11-28,141.46,46.73,1.2952,1
2012-11-29,142.12,47.18,1.2978,1
2012-11-30,142.15,47.2,1.2985,1
2012-12-03,141.45,47.38,1.3051,1
2012-12-04,141.25,47.62,1.3095,1
2012-12-05,141.5,47.73,1.3064,1
2012-12-06,141.98,47.7,1.2969,1
2012-12-07,142.41,47.52,1.2923,1
2012-12-10,142.47,47.65,1.294,1
2012-12-11,143.44,47.99,1.3005,1
2012-12-12,143.51,48.19,1.3073,1
2012-12-13,142.63,48.03,1.3076,1
2012-12-14,142.1,48.32,1.316,1
2012-12-17,143.77,48.49,1.3161,1
2012-12-18,145.37,48.99,1.3227,1
2012-12-19,144.29,49.06,1.3225,1
2012-12-20,145.12,48.88,1.3243,1
2012-12-21,142.79,48.44,1.3187,1
2012-12-24,142.35,48.31,1.3185,1
2012-12-25,142.35,48.31,1.3181,1
2012-12-26,141.75,48.36,1.3222,1
2012-12-27,141.56,48.54,1.3235,1
2012-12-28,140.03,47.9,1.3217,1
2012-12-31,142.41,48.84,1.3192,1
2013-01-01,142.41,48.84,1.32,1
2013-01-02,146.06,49.43,1.3184,1
2013-01-03,145.73,48.85,1.3048,1
2013-01-04,146.37,49.26,1.3066,1
2013-01-07,145.97,49.06,1.3116,1
2013-01-08,145.55,48.9,1.308,1
2013-01-09,145.92,49.05,1.3063,1
2013-01-10,147.08,49.84,1.3267,1
2013-01-11,147.07,50.05,1.3342,1
2013-01-14,146.97,50.01,1.3383,1
2013-01-15,147.07,49.83,1.3304,1
2013-01-16,147.05,49.6,1.3287,1
2013-01-17,148.0,50.13,1.3377,1
2013-01-18,148.33,50.02,1.3313,1
2013-01-21,148.33,50.02,1.3311,1
2013-01-22,149.13,50.13,1.3321,1
2013-01-23,149.37,50.15,1.3318,1
2013-01-24,149.41,50.44,1.3375,1
2013-01-25,150.25,51.12,1.3457,1
2013-01-28,150.07,50.92,1.3451,1
2013-01-29,150.66,51.21,1.349,1
2013-01-30,150.07,51.19,1.3564,1
2013-01-31,149.7,50.93,1.3576,1
2013-02-01,151.24,51.46,1.3639,1
2013-02-04,149.54,50.05,1.3508,1
2013-02-05,151.05,50.46,1.3581,1
2013-02-06,151.16,50.25,1.3521,1
2013-02-07,150.96,49.69,1.3396,1
2013-02-08,151.8,50.07,1.3364,1
2013-02-11,151.77,49.78,1.3401,1
2013-02-12,152.02,50.27,1.3452,1
2013-02-13,152.15,50.52,1.3449,1
2013-02-14,152.29,50.1,1.3361,1
2013-02-15,152.11,49.95,1.3357,1
2013-02-18,152.11,49.95,1.3351,1
2013-02-19,153.25,50.56,1.3386,1
2013-02-20,151.34,49.87,1.3283,1
2013-02-21,150.42,49.11,1.3188,1
2013-02-22,151.89,49.84,1.3187,1
2013-02-25,149.0,48.26,1.3058,1
2013-02-26,150.02,48.73,1.3062,1
2013-02-27,151.91,49.46,1.3135,1
2013-02-28,151.61,49.2,1.3056,1
2013-03-01,152.11,49.07,1.302,1
2013-03-04,152.92,49.36,1.3025,1
2013-03-05,154.29,49.94,1.305,1
2013-03-06,154.5,49.84,1.2966,1
2013-03-07,154.78,50.23,1.3107,1
2013-03-08,155.44,50.2,1.3001,1
2013-03-11,156.03,50.37,1.3045,1
2013-03-12,155.68,50.22,1.3024,1
2013-03-13,155.9,50.05,1.2957,1
2013-03-14,156.73,50.78,1.3002,1
2013-03-15,155.83,50.73,1.3076,1
2013-03-18,154.97,49.99,1.2959,1
2013-03-19,154.61,49.77,1.2866,1
2013-03-20,155.69,50.18,1.2941,1
2013-03-21,154.36,49.52,1.2893,1
2013-03-22,155.6,49.8,1.2988,1
2013-03-25,154.95,49.0,1.2845,1
2013-03-26,156.19,49.24,1.2855,1
2013-03-27,156.19,48.68,1.2776,1
2013-03-28,156.67,49.13,1.2814,1
2013-03-29,156.67,49.13,1.2819,1
2013-04-01,156.05,48.85,1.2842,1
2013-04-02,156.82,49.48,1.2821,1
2013-04-03,155.23,49.19,1.2842,1
2013-04-04,155.86,49.16,1.2932,1
2013-04-05,155.16,48.86,1.2989,1
2013-04-08,156.21,48.96,1.3017,1
2013-04-09,156.75,49.19,1.3079,1
2013-04-10,158.67,50.02,1.3068,1
2013-04-11,159.19,50.3,1.3107,1
2013-04-12,158.8,50.15,1.3107,1
2013-04-15,155.12,49.0,1.3045,1
2013-04-16,157.41,49.79,1.3178,1
2013-04-17,155.11,48.33,1.3035,1
2013-04-18,154.14,48.34,1.305,1
2013-04-19,155.48,48.68,1.3053,1
2013-04-22,156.17,48.92,1.3061,1
2013-04-23,157.78,49.79,1.3,1
2013-04-24,157.88,50.29,1.3012,1
2013-04-25,158.52,50.43,1.3009,1
2013-04-26,158.24,50.58,1.3029,1
2013-04-29,159.3,51.34,1.3093,1
2013-04-30,159.68,51.36,1.3166,1
2013-05-01,158.28,51.03,1.3184,1
2013-05-02,159.75,51.29,1.3062,1
2013-05-03,161.37,51.92,1.3114,1
2013-05-06,161.78,51.86,1.3073,1
2013-05-07,162.6,52.02,1.3078,1
2013-05-08,163.34,52.69,1.3157,1
2013-05-09,162.88,52.12,1.3044,1
2013-05-10,163.41,52.33,1.2992,1
2013-05-13,163.54,52.05,1.2981,1
2013-05-14,165.23,52.21,1.2931,1
2013-05-15,166.12,52.36,1.288,1
2013-05-16,165.34,52.13,1.2883,1
2013-05-17,166.94,52.51,1.2838,1
2013-05-20,166.93,52.67,1.2883,1
2013-05-21,167.17,52.82,1.2905,1
2013-05-22,165.93,52.33,1.2852,1
2013-05-23,165.45,52.05,1.2932,1
2013-05-24,165.31,52.0,1.2932,1
2013-05-27,165.31,52.0,1.2937,1
2013-05-28,166.3,52.3,1.2852,1
2013-05-29,165.22,51.95,1.2939,1
2013-05-30,165.83,52.38,1.3045,1
2013-05-31,163.45,51.365,1.2993,1
2013-06-03,164.35,51.88,1.3069,1
2013-06-04,163.56,51.63,1.3081,1
2013-06-05,161.27,50.89,1.3092,1
2013-06-06,162.73,51.31,1.3238,1
2013-06-07,164.8,51.68,1.3216,1
2013-06-10,164.8,51.66,1.3256,1
2013-06-11,163.1,51.11,1.3312,1
2013-06-12,161.75,51.1,1.3338,1
2013-06-13,164.21,51.7,1.3372,1
2013-06-14,163.18,51.27,1.3345,1
2013-06-17,164.44,51.82,1.3363,1
2013-06-18,165.74,52.07,1.3394,1
2013-06-19,163.45,50.98,1.3295,1
2013-06-20,159.4,49.37,1.3226,1
2013-06-21,159.07,48.94,1.3115,1
2013-06-24,157.06,47.25,1.3122,1
2013-06-25,158.57,47.77,1.3081,1
2013-06-26,160.14,48.11,1.3007,1
2013-06-27,161.08,48.45,1.3037,1
2013-06-28,160.42,48.13,1.302,1
2013-07-01,161.36,48.72,1.3061,1
2013-07-02,161.21,48.22,1.2982,1
2013-07-03,161.28,48.27,1.3009,1
2013-07-04,161.28,48.27,1.2912,1
2013-07-05,163.02,48.39,1.2827,1
2013-07-08,163.95,48.95,1.2842,1
2013-07-09,165.13,49.05,1.2786,1
2013-07-10,165.19,49.39,1.3023,1
2013-07-11,167.44,50.71,1.3094,1
2013-07-12,167.51,50.25,1.3062,1
2013-07-15,168.15,50.55,1.3066,1
2013-07-16,167.52,50.58,1.3151,1
2013-07-17,167.95,50.63,1.3122,1
2013-07-18,168.87,51.05,1.3111,1
2013-07-19,169.17,51.23,1.3139,1
2013-07-22,169.5,51.48,1.3184,1
2013-07-23,169.14,51.56,1.3222,1
2013-07-24,168.52,51.69,1.3196,1
2013-07-25,168.93,52.01,1.3275,1
2013-07-26,169.11,51.82,1.3275,1
2013-07-29,168.59,51.64,1.326,1
2013-07-30,168.59,51.48,1.3263,1
2013-07-31,168.71,51.8,1.3296,1
2013-08-01,170.66,52.31,1.3209,1
2013-08-02,170.95,52.56,1.3276,1
2013-08-05,170.7,52.4765,1.3261,1
2013-08-06,169.73,52.32,1.3307,1
2013-08-07,169.18,52.4,1.3336,1
2013-08-08,169.8,52.96,1.338,1
2013-08-09,169.31,53.09,1.3335,1
2013-08-12,169.11,52.82,1.3298,1
2013-08-13,169.61,53.15,1.326,1
2013-08-14,168.74,53.22,1.3257,1
2013-08-15,166.38,52.95,1.335,1
2013-08-16,165.83,53.09,1.3328,1
2013-08-19,164.77,52.62,1.3335,1
2013-08-20,165.58,52.78,1.3417,1
2013-08-21,164.56,52.24,1.3356,1
2013-08-22,166.06,52.9,1.3355,1
2013-08-23,166.62,53.17,1.3381,1
2013-08-26,166.0,52.91,1.3369,1
2013-08-27,163.33,51.78,1.3389,1
2013-08-28,163.91,51.72,1.3339,1
2013-08-29,164.17,51.57,1.3237,1
2013-08-30,163.65,51.04,1.3218,1
2013-09-02,163.65,51.04,1.3194,1
2013-09-03,164.39,51.78,1.3165,1
2013-09-04,165.75,52.07,1.3202,1
2013-09-05,165.96,52.04,1.3117,1
2013-09-06,166.04,52.38,1.3177,1
2013-09-09,167.63,52.91,1.3252,1
2013-09-10,168.87,53.57,1.3265,1
2013-09-11,169.4,53.95,1.331,1
2013-09-12,168.95,53.71,1.3298,1
2013-09-13,169.33,53.96,1.329,1
2013-09-16,170.31,54.36,1.3335,1
2013-09-17,171.07,54.39,1.3357,1
2013-09-18,173.05,55.76,1.3507,1
2013-09-19,172.76,55.49,1.3528,1
2013-09-20,170.72,55.13,1.3522,1
2013-09-23,169.93,54.85,1.3493,1
2013-09-24,169.53,54.7,1.3469,1
2013-09-25,169.04,54.85,1.3521,1
2013-09-26,169.69,54.83,1.3486,1
2013-09-27,168.91,54.82,1.3522,1
2013-09-30,168.01,54.5,1.3522,1
2013-10-01,169.34,54.86,1.3522,1
2013-10-02,169.18,54.87,1.3581,1
2013-10-03,167.62,54.58,1.3621,1
2013-10-04,168.89,54.55,1.3556,1
2013-10-07,167.43,54.29,1.3576,1
2013-10-08,165.48,53.72,1.3573,1
2013-10-09,165.6,53.55,1.3522,1
2013-10-10,169.17,54.675,1.3525,1
2013-10-11,170.26,54.985,1.3545,1
2013-10-14,170.94,55.12,1.3558,1
2013-10-15,169.7,54.92,1.3524,1
2013-10-16,172.07,55.3,1.3536,1
2013-10-17,173.22,56.215,1.3673,1
2013-10-18,174.39,56.57,1.3682,1
2013-10-21,174.4,56.72,1.3676,1
2013-10-22,175.41,57.35,1.3777,1
2013-10-23,174.57,57.09,1.3775,1
2013-10-24,175.15,57.46,1.3799,1
2013-10-25,175.95,57.47,1.3803,1
2013-10-28,176.23,57.201,1.3785,1
2013-10-29,177.17,57.3,1.3746,1
2013-10-30,176.29,57.08,1.3737,1
2013-10-31,175.79,56.78,1.3586,1
2013-11-01,176.21,56.42,1.3486,1
2013-11-04,176.83,56.76,1.3514,1
2013-11-05,176.27,56.24,1.3474,1
2013-11-06,177.17,56.775,1.3512,1
2013-11-07,174.93,55.88,1.3419,1
2013-11-08,177.29,56.18,1.3369,1
2013-11-11,177.32,56.35,1.3405,1
2013-11-12,176.96,56.02,1.3434,1
2013-11-13,178.38,56.26,1.3486,1
2013-11-14,179.27,56.41,1.3457,1
2013-11-15,180.05,56.71,1.3495,1
2013-11-18,179.42,56.785,1.3505,1
2013-11-19,179.03,56.67,1.3538,1
2013-11-20,178.47,56.15,1.3439,1
2013-11-21,179.91,56.64,1.348,1
2013-11-22,180.81,56.95,1.3557,1
2013-11-25,180.63,56.84,1.3516,1
2013-11-26,180.68,56.85,1.3572,1
2013-11-27,181.12,57.14,1.3579,1
2013-11-28,181.12,57.14,1.3604,1
2013-11-29,181.0,57.36,1.3586,1
2013-12-02,180.53,56.84,1.3541,1
2013-12-03,179.75,56.34,1.3589,1
2013-12-04,179.73,56.03,1.3592,1
2013-12-05,178.94,55.79,1.3666,1
2013-12-06,180.94,56.54,1.3704,1
2013-12-09,181.4,56.6,1.3738,1
2013-12-10,180.75,56.41,1.3761,1
2013-12-11,178.72,55.99,1.3785,1
2013-12-12,178.13,55.4,1.3752,1
2013-12-13,178.11,55.36,1.374,1
2013-12-16,179.22,56.09,1.376,1
2013-12-17,178.65,55.77,1.3767,1
2013-12-18,181.7,56.64,1.3684,1
2013-12-19,181.49,56.81,1.366,1
2013-12-20,181.56,56.86,1.3668,1
2013-12-23,182.53,57.4,1.3695,1
2013-12-24,182.93,57.8,1.3678,1
2013-12-25,182.93,57.8,1.3679,1
2013-12-26,183.86,58.04,1.3689,1
2013-12-27,183.85,58.35,1.3746,1
2013-12-30,183.82,58.6,1.3802,1
2013-12-31,184.69,58.8,1.3741,1
2014-01-01,184.69,58.8,1.3752,1
2014-01-02,182.92,57.55,1.367,1
2014-01-03,182.89,57.56,1.3586,1
2014-01-06,182.36,57.61,1.3627,1
2014-01-07,183.48,58.0,1.3614,1
2014-01-08,183.52,57.97,1.3573,1
2014-01-09,183.64,58.02,1.3605,1
2014-01-10,184.14,58.59,1.3668,1
2014-01-13,181.69,58.11,1.3671,1
2014-01-14,183.67,58.79,1.3678,1
2014-01-15,184.66,59.02,1.3605,1
2014-01-16,184.42,59.07,1.3619,1
2014-01-17,183.64,58.69,1.3537,1
2014-01-20,183.64,58.69,1.3551,1
2014-01-21,184.18,59.08,1.3559,1
2014-01-22,184.3,59.09,1.3545,1
2014-01-23,182.79,59.07,1.3695,1
2014-01-24,178.89,57.19,1.3678,1
2014-01-27,178.01,56.92,1.3673,1
2014-01-28,179.07,57.46,1.3668,1
2014-01-29,177.35,56.75,1.3662,1
2014-01-30,179.23,56.91,1.3554,1
2014-01-31,178.18,56.11,1.3487,1
2014-02-03,174.17,55.01,1.3526,1
2014-02-04,175.39,55.6,1.3518,1
2014-02-05,175.17,55.79,1.3531,1
2014-02-06,177.48,56.92,1.3589,1
2014-02-07,179.68,57.65,1.3631,1
2014-02-10,180.01,57.48,1.3644,1
2014-02-11,181.98,58.4,1.3637,1
2014-02-12,182.07,58.49,1.3592,1
2014-02-13,183.01,58.88,1.3678,1
2014-02-14,184.02,59.15,1.3691,1
2014-02-17,184.02,59.15,1.3706,1
2014-02-18,184.24,59.55,1.3757,1
2014-02-19,183.02,59.15,1.3733,1
2014-02-20,184.1,59.52,1.3717,1
2014-02-21,183.89,59.56,1.3736,1
2014-02-24,184.91,60.02,1.3734,1
2014-02-25,184.84,59.95,1.3744,1
2014-02-26,184.85,59.71,1.3686,1
2014-02-27,185.82,59.98,1.3709,1
2014-02-28,186.29,60.23,1.3797,1
2014-03-03,184.98,58.69,1.3734,1
2014-03-04,187.58,59.89,1.374,1
2014-03-05,187.75,59.88,1.3732,1
2014-03-06,188.18,60.5,1.3859,1
2014-03-07,188.26,60.09,1.3873,1
2014-03-10,188.16,59.66,1.3876,1
2014-03-11,187.23,59.35,1.3858,1
2014-03-12,187.28,59.2,1.39,1
2014-03-13,185.18,57.91,1.387,1
2014-03-14,184.66,58.0,1.3911,1
2014-03-17,186.33,58.78,1.3921,1
2014-03-18,187.66,59.26,1.3933,1
2014-03-19,186.66,58.4,1.3815,1
2014-03-20,187.75,58.46,1.3779,1
2014-03-21,186.2,58.2599,1.3793,1
2014-03-24,185.43,58.31,1.3837,1
2014-03-25,186.31,58.15,1.3824,1
2014-03-26,184.97,58.05,1.3784,1
2014-03-27,184.58,58.21,1.374,1
2014-03-28,185.49,58.6,1.3748,1
2014-03-31,187.01,58.95,1.3773,1
2014-04-01,188.25,59.43,1.3793,1
2014-04-02,188.88,59.39,1.3764,1
2014-04-03,188.63,59.31,1.3716,1
2014-04-04,186.4,59.07,1.3706,1
2014-04-07,184.34,58.81,1.3741,1
2014-04-08,185.1,58.99,1.3794,1
2014-04-09,187.09,59.72,1.3853,1
2014-04-10,183.16,58.65,1.3887,1
2014-04-11,181.51,58.21,1.3884,1
2014-04-14,182.94,58.46,1.3818,1
2014-04-15,184.2,58.21,1.3812,1
2014-04-16,186.13,58.88,1.3815,1
2014-04-17,186.39,59.24,1.3813,1
2014-04-18,186.39,59.24,1.3808,1
2014-04-21,187.04,59.39,1.3793,1
2014-04-22,187.89,59.77,1.3805,1
2014-04-23,187.45,59.58,1.3816,1
2014-04-24,187.83,59.65,1.3831,1
2014-04-25,186.29,59.39,1.3831,1
2014-04-28,186.88,59.53,1.3849,1
2014-04-29,187.75,60.02,1.3812,1
2014-04-30,188.31,60.51,1.3863,1
2014-05-01,188.33,60.57,1.3867,1
2014-05-02,188.06,60.43,1.3869,1
2014-05-05,188.42,60.38,1.3874,1
2014-05-06,186.78,60.29,1.3924,1
2014-05-07,187.88,60.47,1.391,1
2014-05-08,187.68,60.51,1.3839,1
2014-05-09,187.96,60.26,1.3751,1
2014-05-12,189.79,60.78,1.3758,1
2014-05-13,189.96,60.64,1.3704,1
2014-05-14,189.06,60.56,1.3713,1
2014-05-15,187.4,60.3,1.371,1
2014-05-16,188.05,60.34,1.3692,1
2014-05-19,188.74,60.34,1.3707,1
2014-05-20,187.55,60.03,1.3698,1
2014-05-21,189.13,60.48,1.3684,1
2014-05-22,189.59,60.41,1.3656,1
2014-05-23,190.35,60.42,1.3627,1
2014-05-26,190.35,60.42,1.3643,1
2014-05-27,191.52,60.91,1.3633,1
2014-05-28,191.38,60.66,1.3592,1
2014-05-29,192.37,60.94,1.3601,1
2014-05-30,192.68,60.98,1.3634,1
2014-06-02,192.9,60.94,1.3597,1
2014-06-03,192.8,60.76,1.3626,1
2014-06-04,193.19,60.7,1.36,1
2014-06-05,194.45,61.26,1.3663,1
2014-06-06,195.38,61.72,1.3641,1
2014-06-09,195.58,61.58,1.3592,1
2014-06-10,195.6,61.54,1.3546,1
2014-06-11,194.92,61.14,1.3534,1
2014-06-12,193.54,61.1,1.3549,1
2014-06-13,194.13,61.01,1.3539,1
2014-06-16,194.29,61.05,1.3572,1
2014-06-17,194.83,61.05,1.3545,1
2014-06-18,196.26,61.57,1.3589,1
2014-06-19,196.48,61.65,1.3606,1
2014-06-20,195.94,61.54,1.36,1
2014-06-23,195.88,61.43,1.3604,1
2014-06-24,194.7,59.98,1.3603,1
2014-06-25,195.58,59.83,1.363,1
2014-06-26,195.44,59.8,1.3612,1
2014-06-27,195.82,59.95,1.3647,1
2014-06-30,195.72,59.95,1.3692,1
2014-07-01,197.03,60.44,1.3679,1
2014-07-02,197.23,60.505,1.3657,1
2014-07-03,198.2,60.81,1.3609,1
2014-07-04,198.2,60.81,1.3596,1
2014-07-07,197.51,60.17,1.3606,1
2014-07-08,196.24,59.29,1.3611,1
2014-07-09,197.12,59.5,1.364,1
2014-07-10,196.34,58.78,1.3606,1
2014-07-11,196.61,58.77,1.3605,1
2014-07-14,197.6,59.18,1.3619,1
2014-07-15,197.23,58.93,1.3568,1
2014-07-16,197.96,59.43,1.3525,1
2014-07-17,195.71,58.52,1.3526,1
2014-07-18,197.71,58.97,1.3524,1
2014-07-21,197.34,58.68,1.3523,1
2014-07-22,198.2,58.99,1.3466,1
2014-07-23,198.64,59.08,1.3463,1
2014-07-24,198.65,59.33,1.3462,1
2014-07-25,197.72,58.93,1.3434,1
2014-07-28,197.8,58.82,1.344,1
2014-07-29,196.95,58.66,1.3409,1
2014-07-30,196.98,58.51,1.3394,1
2014-07-31,193.09,57.36,1.3387,1
2014-08-01,192.5,56.86,1.343,1
2014-08-04,193.89,57.22,1.3422,1
2014-08-05,192.01,56.49,1.3371,1
2014-08-06,192.07,56.4,1.3383,1
2014-08-07,191.03,55.79,1.3361,1
2014-08-08,193.24,56.29,1.341,1
2014-08-11,193.8,56.4,1.3384,1
2014-08-12,193.53,56.39,1.3367,1
2014-08-13,194.84,56.61,1.3363,1
2014-08-14,195.76,56.95,1.3363,1
2014-08-15,195.72,56.91,1.3398,1
2014-08-18,197.36,57.35,1.3361,1
2014-08-19,198.39,57.44,1.3318,1
2014-08-20,198.92,57.21,1.3258,1
2014-08-21,199.5,57.56,1.3282,1
2014-08-22,199.19,57.24,1.3245,1
2014-08-25,200.2,57.85,1.3189,1
2014-08-26,200.33,57.93,1.3168,1
2014-08-27,200.25,58.14,1.3194,1
2014-08-28,200.14,57.75,1.3183,1
2014-08-29,200.71,57.78,1.3133,1
2014-09-01,200.71,57.78,1.3128,1
2014-09-02,200.61,57.71,1.3132,1
2014-09-03,200.5,58.23,1.3148,1
2014-09-04,200.21,57.9,1.2936,1
2014-09-05,201.11,58.04,1.2951,1
2014-09-08,200.59,57.23,1.2897,1
2014-09-09,199.32,57.21,1.294,1
2014-09-10,200.07,57.45,1.2916,1
2014-09-11,200.3,57.2,1.2924,1
2014-09-12,199.13,57.22,1.2961,1
2014-09-15,198.98,57.19,1.2939,1
2014-09-16,200.48,57.4,1.2957,1
2014-09-17,200.75,57.15,1.2844,1
2014-09-18,201.82,57.67,1.2915,1
2014-09-19,200.7,57.44,1.2829,1
2014-09-22,199.15,57.23,1.2846,1
2014-09-23,198.01,56.48,1.2848,1
2014-09-24,199.56,56.45,1.2777,1
2014-09-25,196.34,55.51,1.2751,1
2014-09-26,197.9,55.73,1.2683,1
2014-09-29,197.54,55.31,1.2688,1
2014-09-30,197.02,55.22,1.263,1
2014-10-01,194.35,54.62,1.2618,1
2014-10-02,194.38,53.98,1.267,1
2014-10-03,196.52,53.76,1.2512,1
2014-10-06,196.29,54.22,1.2652,1
2014-10-07,193.26,53.09,1.2664,1
2014-10-08,196.64,54.06,1.273,1
2014-10-09,192.74,52.43,1.2689,1
2014-10-10,190.54,51.72,1.2627,1
2014-10-13,187.41,51.71,1.274,1
2014-10-14,187.7,51.79,1.2658,1
2014-10-15,186.43,51.23,1.2817,1
2014-10-16,186.27,50.69,1.2801,1
2014-10-17,188.47,51.84,1.2758,1
2014-10-20,190.3,52.06,1.2794,1
2014-10-21,194.07,52.89,1.271,1
2014-10-22,192.69,52.31,1.2643,1
2014-10-23,194.93,53.02,1.2645,1
2014-10-24,196.43,53.24,1.2669,1
2014-10-27,196.16,52.96,1.2696,1
2014-10-28,198.41,53.79,1.2733,1
2014-10-29,198.11,53.22,1.2636,1
2014-10-30,199.38,53.57,1.2614,1
2014-10-31,201.66,54.17,1.2521,1
2014-11-03,201.77,53.44,1.248,1
2014-11-04,201.07,53.35,1.2545,1
2014-11-05,202.34,53.72,1.2485,1
2014-11-06,203.15,53.5,1.2375,1
2014-11-07,203.34,53.54,1.2454,1
2014-11-10,203.98,53.78,1.24238,1
2014-11-11,204.18,54.14,1.2473,1
2014-11-12,203.96,53.5,1.2428,1
2014-11-13,204.19,53.73,1.24752,1
2014-11-14,204.24,53.74,1.2522,1
2014-11-17,204.37,53.89,1.24494,1
2014-11-18,205.55,54.65,1.2531,1
2014-11-19,205.22,54.63,1.2545,1
2014-11-20,205.58,54.4,1.25419,1
2014-11-21,206.68,54.82,1.239,1
2014-11-24,207.26,55.29,1.2438,1
2014-11-25,207.11,55.5,1.24731,1
2014-11-26,207.64,55.72,1.25066,1
2014-11-27,207.64,55.72,1.24581,1
2014-11-28,207.2,55.29,1.2451,1
2014-12-01,205.76,55.255,1.24723,1
2014-12-02,207.09,55.28,1.23825,1
2014-12-03,207.89,55.17,1.23066,1
2014-12-04,207.66,54.97,1.23776,1
2014-12-05,208.0,55.24,1.2285,1
2014-12-08,206.61,54.81,1.23163,1
2014-12-09,206.47,54.3,1.23777,1
2014-12-10,203.16,53.69,1.24454,1
2014-12-11,204.19,53.45,1.24063,1
2014-12-12,200.89,52.26,1.246,1
2014-12-15,199.51,51.38,1.24454,1
2014-12-16,197.91,51.95,1.25106,1
2014-12-17,201.79,52.53,1.23305,1
2014-12-18,206.78,53.64,1.22871,1
2014-12-19,206.52,53.44,1.22255,1
2014-12-22,207.47,53.5,1.22273,1
2014-12-23,207.75,53.3,1.21718,1
2014-12-24,207.77,53.68,1.21962,1
2014-12-25,207.77,53.68,1.22259,1
2014-12-26,208.44,53.72,1.2181,1
2014-12-29,208.72,53.26,1.2181,1
2014-12-30,207.6,52.8,1.21562,1
