,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree_method,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
10,0.9151305913925171,0.23346083176778742,0.004207015037536621,0.0015292306396612182,hist,0.9,10.0,0.1,5000,7,7,0.01,0.1,0.5,1.0,"{'tree_method': 'hist', 'subsample': 0.9, 'reg_lambda': 10.0, 'reg_alpha': 0.1, 'n_estimators': 5000, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.5, 'colsample_bylevel': 1.0}",-0.0006460300371193568,-0.014497849553695529,-0.0023596017529459172,-7.780474324613348e-05,-9.089832661788997e-05,-0.0001488221991692799,-0.00017236904692832,-0.06197089621528088,-3.790771449154869e-05,-2.870511707876338e-05,-0.008003088470657362,0.018482799788327807,15
11,0.888295578956604,0.22882664069892994,0.005091714859008789,0.0020403749024786475,hist,0.9,1.5,0.1,2000,1,3,0.001,0.05,0.5,1.0,"{'tree_method': 'hist', 'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 0.1, 'n_estimators': 2000, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.001, 'gamma': 0.05, 'colsample_bytree': 0.5, 'colsample_bylevel': 1.0}",-0.0006828175058644543,-0.014459101222309631,-0.002883571531120775,-6.244157622937107e-05,-0.00024391379261555962,-0.00047361467580077073,-0.00046047524783621337,-0.06562292962158195,-0.0004120036538605342,-0.0004064915846441779,-0.008570736041186343,0.019469142984588326,23
12,0.011171460151672363,0.006855441594180236,0.0,0.0,gpu_hist,1.0,1.0,0.1,3000,5,3,0.001,0.1,0.5,0.6,"{'tree_method': 'gpu_hist', 'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 3000, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.001, 'gamma': 0.1, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.6}",,,,,,,,,,,,,84
13,0.007777881622314453,0.004495362436022516,0.0,0.0,gpu_hist,0.6,0.1,0.1,2000,7,8,0.01,0.0,0.5,1.0,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 2000, 'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.5, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
14,0.4285942316055298,0.12125760068499312,0.002268409729003906,0.0007798510068420972,hist,0.7,5.0,1.0,2000,10,6,0.01,0.05,0.8,0.6,"{'tree_method': 'hist', 'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 2000, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.6}",-0.0007191761499596653,-0.014675061355885574,-0.0028614185427231014,-6.106882006687376e-05,-8.41978250945728e-05,-0.00013893809008636392,-0.00015668872195700523,-0.06201700311480017,-2.7032524970556177e-05,-1.8435654074830314e-05,-0.00807590207996187,0.018487900994850318,17
15,1.827829074859619,0.8426988293113598,0.008033967018127442,0.005283416153645118,approx,0.9,1.5,0.0,3000,5,5,0.0005,0.1,0.6,0.6,"{'tree_method': 'approx', 'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 3000, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.0005, 'gamma': 0.1, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.6}",-0.0010748672318496198,-0.016469324689791287,-0.003524555731894493,-5.534394799207938e-05,-0.0004416578024157881,-0.0006852618527019622,-0.001004813542501123,-0.07148470151366638,-0.001137601319341721,-0.0010733820960932934,-0.009695150972824775,0.021116446575040474,46
16,0.008080649375915527,0.0039606011261802306,0.0,0.0,gpu_hist,0.7,5.0,5.0,2000,1,6,0.0001,0.1,0.7,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 5.0, 'n_estimators': 2000, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.0001, 'gamma': 0.1, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
17,0.007607650756835937,0.004203273828931821,0.0,0.0,gpu_hist,0.8,1.0,0.5,5000,10,9,0.01,0.05,0.9,1.0,"{'tree_method': 'gpu_hist', 'subsample': 0.8, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 5000, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 0.9, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
18,0.22347428798675537,0.05378626625498836,0.0016073465347290039,0.0006375514490372598,approx,0.7,0.01,0.01,500,7,2,0.0001,0.01,1.0,1.0,"{'tree_method': 'approx', 'subsample': 0.7, 'reg_lambda': 0.01, 'reg_alpha': 0.01, 'n_estimators': 500, 'min_child_weight': 7, 'max_depth': 2, 'learning_rate': 0.0001, 'gamma': 0.01, 'colsample_bytree': 1.0, 'colsample_bylevel': 1.0}",-0.010414712233015568,-0.03387464525180386,-0.029436413331910907,-0.0007217154472877968,-0.007661957065484423,-0.011297551457543081,-0.01603148750371913,-0.12763081313143454,-0.01879742584037277,-0.019736069066139433,-0.02756027903287115,0.034645519578668224,83
19,0.007289767265319824,0.004080529150610317,0.0,0.0,gpu_hist,0.6,1.0,0.01,3000,2,7,0.0001,0.5,1.0,0.9,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.01, 'n_estimators': 3000, 'min_child_weight': 2, 'max_depth': 7, 'learning_rate': 0.0001, 'gamma': 0.5, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.9}",,,,,,,,,,,,,84
20,0.007637405395507812,0.0033083687252965684,0.0,0.0,gpu_hist,0.6,1.5,0.5,500,3,4,0.0005,0.0,1.0,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 1.5, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.0005, 'gamma': 0, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
21,0.32529473304748535,0.120439949565638,0.0021684885025024412,0.0008638654172171795,hist,1.0,1.0,0.5,1000,7,6,0.005,0.2,0.6,1.0,"{'tree_method': 'hist', 'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.005, 'gamma': 0.2, 'colsample_bytree': 0.6, 'colsample_bylevel': 1.0}",-0.0011663734526704793,-0.016302771761187496,-0.003558129640417509,-8.449447635004553e-05,-0.00011714317196832696,-0.0002064995046575902,-0.00027024906806138874,-0.06525306860271642,-6.171765167690683e-05,-5.39708148272155e-05,-0.008707441814453338,0.0194414810998989,25
22,0.44519786834716796,0.11937921066630101,0.002985548973083496,0.0009772020047352607,hist,0.8,1.5,0.01,3000,5,8,0.1,0.01,0.5,0.5,"{'tree_method': 'hist', 'subsample': 0.8, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 3000, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.01, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.5}",-0.0005661936644636607,-0.00951442404352591,-0.0010120258211115552,-0.00012787913586601843,-6.490105906947275e-05,-0.0002016603946888855,-0.00010177190022445706,-0.05897767999999077,-1.8241905006602533e-05,-8.196251292035065e-06,-0.0070592974175239355,0.01752703900805827,2
23,0.008822250366210937,0.004060771491253444,0.0,0.0,gpu_hist,0.6,2.0,0.1,5000,7,8,0.0001,0.2,0.7,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 2.0, 'reg_alpha': 0.1, 'n_estimators': 5000, 'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.0001, 'gamma': 0.2, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
24,5.351832294464112,1.913733432722439,0.015474319458007812,0.0047442796176375545,approx,1.0,0.5,1.0,5000,1,9,0.0001,0.01,0.8,0.8,"{'tree_method': 'approx', 'subsample': 1.0, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 5000, 'min_child_weight': 1, 'max_depth': 9, 'learning_rate': 0.0001, 'gamma': 0.01, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.8}",-0.005669479603521585,-0.024904459214967048,-0.01500402705233353,-0.0002469497105516921,-0.0037513692010138523,-0.006047782968971374,-0.006692543356650414,-0.0988969700934288,-0.008383846106725969,-0.007994572792559138,-0.017759200010072338,0.027809919811775708,68
25,0.9241517782211304,0.2546591211638816,0.005109715461730957,0.002021889389048302,hist,1.0,5.0,1.0,5000,10,9,0.005,0.2,0.6,0.8,"{'tree_method': 'hist', 'subsample': 1.0, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 5000, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.005, 'gamma': 0.2, 'colsample_bytree': 0.6, 'colsample_bylevel': 0.8}",-0.001341720349944706,-0.016788780072844192,-0.0036799529679219607,-8.981695488127745e-05,-0.00011691813089773506,-0.00019781969575741304,-0.00028001975230756255,-0.06596515192340918,-6.0588948502536845e-05,-5.172366400038291e-05,-0.008857249246046695,0.019657679560103062,28
26,0.7621043443679809,0.18616017234168944,0.003740954399108887,0.0014912742693596066,hist,1.0,1.0,0.01,5000,1,6,0.05,0.5,0.7,0.6,"{'tree_method': 'hist', 'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.01, 'n_estimators': 5000, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6}",-0.0018685283226645235,-0.018512285345305794,-0.004731799917886164,-6.28193442117202e-05,-0.00017641335768951296,-0.00027340592802292245,-0.00045955322766990926,-0.06961703260584566,-0.00012199878986721938,-0.00012100407696362785,-0.009594484091612706,0.020724204568251844,43
27,0.4944033622741699,0.14925249538621913,0.0030162811279296877,0.0009956306527257978,approx,1.0,5.0,1.0,3000,5,5,0.1,0.1,0.7,0.5,"{'tree_method': 'approx', 'subsample': 1.0, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 3000, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.5}",-0.0010995783354628718,-0.015041233873817533,-0.0019184876695276089,-8.327766767889134e-05,-9.580961806448837e-05,-0.00020151609699738292,-0.00020199214905368125,-0.06281969281994146,-4.629422696557827e-05,-3.0029028794219426e-05,-0.00815379114863037,0.01874219746468993,18
28,0.009409570693969726,0.005241450133719363,0.0,0.0,gpu_hist,0.6,1.0,5.0,500,10,9,0.001,0.2,0.7,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 5.0, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 9, 'learning_rate': 0.001, 'gamma': 0.2, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
29,0.00939321517944336,0.004402905933909585,0.0,0.0,gpu_hist,0.9,2.0,0.01,1000,5,5,0.005,0.05,0.7,0.6,"{'tree_method': 'gpu_hist', 'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.01, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.005, 'gamma': 0.05, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6}",,,,,,,,,,,,,84
30,0.4464808464050293,0.14013902612329449,0.002765965461730957,0.0010875689739276856,hist,0.5,0.01,0.5,2000,7,9,0.005,0.5,0.7,0.7,"{'tree_method': 'hist', 'subsample': 0.5, 'reg_lambda': 0.01, 'reg_alpha': 0.5, 'n_estimators': 2000, 'min_child_weight': 7, 'max_depth': 9, 'learning_rate': 0.005, 'gamma': 0.5, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.7}",-0.003963888010796436,-0.022183048184240887,-0.006800727062944799,-9.195524861867705e-05,-0.00031754144237240267,-0.000512135831091374,-0.0008414590879769225,-0.07486490835028511,-0.00022163350531684994,-0.00026532430313949137,-0.011006262102678296,0.02224550631992299,57
31,0.19420533180236815,0.05785541533712492,0.0015444755554199219,0.00046292099378849867,approx,0.8,0.01,5.0,1000,7,8,0.05,0.5,0.7,0.6,"{'tree_method': 'approx', 'subsample': 0.8, 'reg_lambda': 0.01, 'reg_alpha': 5.0, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.6}",-0.007337590785811873,-0.02432672451665397,-0.006695687086728536,-0.000139777641495488,-0.00020103369077926624,-0.0004981591835080606,-0.0009992811994576725,-0.07676592545642937,-0.0001268186666941447,-0.00025120213730151983,-0.01173422003648599,0.022820902623817415,58
32,2.952577066421509,0.9462479392262064,0.016887784004211426,0.0046947251910649515,hist,0.7,1.5,1.0,5000,10,4,0.0001,0.0,0.8,0.6,"{'tree_method': 'hist', 'subsample': 0.7, 'reg_lambda': 1.5, 'reg_alpha': 1.0, 'n_estimators': 5000, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.0001, 'gamma': 0, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.6}",-0.005221976707140069,-0.02519069872263757,-0.015270720731337135,-0.00028093828994288817,-0.003153838912982076,-0.004694641102521433,-0.006669277407468718,-0.09965629197767423,-0.008326167606997259,-0.008019528601691613,-0.017648408006039295,0.02814592542842826,67
33,0.010054826736450195,0.003945345906837314,0.0,0.0,gpu_hist,0.6,0.5,1.0,1000,5,4,0.05,0.01,1.0,0.5,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.5}",,,,,,,,,,,,,84
34,0.4664870023727417,0.1639678298899142,0.0016944169998168944,0.00038114858237316395,hist,0.6,5.0,2.0,1000,10,5,0.001,0.5,0.9,0.7,"{'tree_method': 'hist', 'subsample': 0.6, 'reg_lambda': 5.0, 'reg_alpha': 2.0, 'n_estimators': 1000, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.001, 'gamma': 0.5, 'colsample_bytree': 0.9, 'colsample_bylevel': 0.7}",-0.006109589644398209,-0.024192946984732594,-0.011758281697170473,-6.534155789278137e-05,-0.0010236168301607077,-0.0018689313003853257,-0.003220931942183903,-0.09059423945924425,-0.0025046922204930086,-0.003137365806189546,-0.014447593744285078,0.026290502935729532,63
35,0.009649300575256347,0.005415409928165616,0.0,0.0,gpu_hist,0.8,0.01,0.1,3000,7,3,0.1,0.01,0.8,0.7,"{'tree_method': 'gpu_hist', 'subsample': 0.8, 'reg_lambda': 0.01, 'reg_alpha': 0.1, 'n_estimators': 3000, 'min_child_weight': 7, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.01, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.7}",,,,,,,,,,,,,84
36,0.30472066402435305,0.11832713452997917,0.001273179054260254,0.00035611936709299544,hist,0.8,0.1,0.5,500,2,4,0.005,0.3,1.0,1.0,"{'tree_method': 'hist', 'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.005, 'gamma': 0.3, 'colsample_bytree': 1.0, 'colsample_bylevel': 1.0}",-0.0016511975569986166,-0.018022055618981958,-0.004646054059720563,-7.473388127881748e-05,-0.0001579275810783447,-0.0002925045423497269,-0.00039350058687708835,-0.06886541092945057,-0.00016251060331906838,-0.00016134912180634718,-0.009442724448186111,0.02049444925827108,42
37,1.2716056108474731,0.2762397656049945,0.004511260986328125,0.001603379452295857,hist,0.6,2.0,0.5,5000,2,4,0.01,0.05,1.0,0.9,"{'tree_method': 'hist', 'subsample': 0.6, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 5000, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.9}",-0.0005331438434754467,-0.014209728064798022,-0.0029900521825903244,-6.324551336524419e-05,-9.849693505397765e-05,-0.00020227377301670216,-0.00016171998198604137,-0.06152210184127542,-2.848196620043576e-05,-2.0648351033697267e-05,-0.007982989245279532,0.018327331708144354,14
38,0.008370590209960938,0.0046124731370836775,0.0,0.0,gpu_hist,0.8,0.1,0.01,3000,7,6,0.05,0.3,0.7,1.0,"{'tree_method': 'gpu_hist', 'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.01, 'n_estimators': 3000, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.7, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
39,0.2158740997314453,0.09309009233793146,0.0017429351806640624,0.0007919294468910949,hist,0.5,10.0,0.5,500,1,6,0.0005,0.3,0.5,0.7,"{'tree_method': 'hist', 'subsample': 0.5, 'reg_lambda': 10.0, 'reg_alpha': 0.5, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.0005, 'gamma': 0.3, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.7}",-0.007739869972466352,-0.031089019696626745,-0.022544533857648107,-0.0002910606314995108,-0.0052871693900439646,-0.007466383346734879,-0.010732170993266146,-0.11572102343696637,-0.012897796411132659,-0.013211377872380919,-0.022698040560876563,0.032115249431574885,78
40,0.009443974494934082,0.0041674264657915626,0.0,0.0,gpu_hist,0.9,0.5,0.0,1000,10,7,0.001,0.0,0.8,0.9,"{'tree_method': 'gpu_hist', 'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'gamma': 0, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.9}",,,,,,,,,,,,,84
41,0.8782118558883667,0.26354232127190075,0.004448127746582031,0.001017215072540483,hist,0.6,1.5,1.0,5000,7,5,0.1,0.2,0.7,0.5,"{'tree_method': 'hist', 'subsample': 0.6, 'reg_lambda': 1.5, 'reg_alpha': 1.0, 'n_estimators': 5000, 'min_child_weight': 7, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.5}",-0.0017106016976134821,-0.01757098643965759,-0.0033867986517309304,-5.983828253767373e-05,-0.0001805260896318119,-0.0002923443414400538,-0.0003870655041038459,-0.06791410559981681,-5.907393231278946e-05,-6.591943141098422e-05,-0.009162725997025596,0.020239035749026454,36
42,0.009578227996826172,0.0052592945226067654,0.0,0.0,gpu_hist,0.9,1.5,0.01,1000,7,7,0.0001,0.01,1.0,0.5,"{'tree_method': 'gpu_hist', 'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 7, 'learning_rate': 0.0001, 'gamma': 0.01, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.5}",,,,,,,,,,,,,84
43,0.00890522003173828,0.0042887275613703296,0.0,0.0,gpu_hist,1.0,10.0,0.1,2000,5,7,0.001,0.1,0.8,1.0,"{'tree_method': 'gpu_hist', 'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.1, 'n_estimators': 2000, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.001, 'gamma': 0.1, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
44,0.02374238967895508,0.013989112994584555,0.0,0.0,gpu_hist,0.7,0.01,2.0,500,1,3,0.05,0.01,0.8,1.0,"{'tree_method': 'gpu_hist', 'subsample': 0.7, 'reg_lambda': 0.01, 'reg_alpha': 2.0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
45,0.009452486038208007,0.004184617459695332,0.0,0.0,gpu_hist,0.9,0.5,1.0,5000,2,7,0.05,0.3,0.9,0.7,"{'tree_method': 'gpu_hist', 'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 5000, 'min_child_weight': 2, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.9, 'colsample_bylevel': 0.7}",,,,,,,,,,,,,84
46,0.009693503379821777,0.004858954858531998,0.0,0.0,gpu_hist,0.9,1.5,2.0,3000,2,9,0.0005,0.0,0.7,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.9, 'reg_lambda': 1.5, 'reg_alpha': 2.0, 'n_estimators': 3000, 'min_child_weight': 2, 'max_depth': 9, 'learning_rate': 0.0005, 'gamma': 0, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
47,0.5497591257095337,0.15723264387091393,0.002941465377807617,0.0010883444323522779,hist,0.7,10.0,2.0,2000,7,3,0.005,0.1,0.9,0.7,"{'tree_method': 'hist', 'subsample': 0.7, 'reg_lambda': 10.0, 'reg_alpha': 2.0, 'n_estimators': 2000, 'min_child_weight': 7, 'max_depth': 3, 'learning_rate': 0.005, 'gamma': 0.1, 'colsample_bytree': 0.9, 'colsample_bylevel': 0.7}",-0.0017304159252811242,-0.01712313738889772,-0.004149273331057066,-5.742193551621325e-05,-9.952596966790879e-05,-0.00013144950595477564,-0.00025650004241200484,-0.06609482201089188,-3.874860515180391e-05,-3.197956264413343e-05,-0.008971327427747464,0.019690580943869614,33
48,0.988824725151062,0.3350976141862158,0.003749704360961914,0.0014503042936542128,approx,0.8,10.0,0.01,3000,1,5,0.005,0.05,0.8,0.9,"{'tree_method': 'approx', 'subsample': 0.8, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 3000, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.005, 'gamma': 0.05, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.9}",-0.0005478433640009143,-0.013338054928642236,-0.0010278102882640865,-8.199198069151687e-05,-9.80906531711246e-05,-0.00029938469356074874,-0.00013615080070384224,-0.06004049760865506,-2.3147380142531887e-05,-1.893151668269156e-05,-0.007561190321451476,0.017923534821129333,8
49,0.46089508533477785,0.11261407969477438,0.0026170492172241213,0.0011961403659465312,hist,0.5,1.0,0.0,2000,2,9,0.1,0.1,1.0,0.8,"{'tree_method': 'hist', 'subsample': 0.5, 'reg_lambda': 1.0, 'reg_alpha': 0, 'n_estimators': 2000, 'min_child_weight': 2, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'colsample_bylevel': 0.8}",-0.0007121091223424533,-0.015119640031576051,-0.002331739151105469,-0.00011917204453243117,-0.00012578321145276144,-0.0003161096789990299,-0.00022014558063898008,-0.06275481422876068,-5.714902619409215e-05,-4.584133720069506e-05,-0.008180250341280264,0.01871826154913743,20
50,0.00789017677307129,0.0035264844668912044,0.0,0.0,gpu_hist,0.6,5.0,0.1,500,1,6,0.01,0.3,0.9,0.5,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 5.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 0.9, 'colsample_bylevel': 0.5}",,,,,,,,,,,,,84
51,1.104845404624939,0.4569319488428594,0.004804801940917969,0.0021146299766602165,approx,0.7,5.0,0.1,2000,10,7,0.001,0.3,0.7,0.9,"{'tree_method': 'approx', 'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 0.1, 'n_estimators': 2000, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.001, 'gamma': 0.3, 'colsample_bytree': 0.7, 'colsample_bylevel': 0.9}",-0.001712420091816585,-0.018094018144452204,-0.003371933915651916,-7.13627946531112e-05,-0.0002076255786026587,-0.0003908374321333035,-0.0006154991931736784,-0.07156023498089292,-0.00036580360636998856,-0.00038376369060649546,-0.009677349942835287,0.021276543201156958,44
52,0.00829455852508545,0.003599117158884196,0.0,0.0,gpu_hist,0.5,1.0,1.0,3000,5,2,0.005,0.05,0.5,0.9,"{'tree_method': 'gpu_hist', 'subsample': 0.5, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 3000, 'min_child_weight': 5, 'max_depth': 2, 'learning_rate': 0.005, 'gamma': 0.05, 'colsample_bytree': 0.5, 'colsample_bylevel': 0.9}",,,,,,,,,,,,,84
53,0.008795595169067383,0.003276902981326993,0.0,0.0,gpu_hist,1.0,2.0,0.01,2000,3,2,0.1,0.3,0.7,1.0,"{'tree_method': 'gpu_hist', 'subsample': 1.0, 'reg_lambda': 2.0, 'reg_alpha': 0.01, 'n_estimators': 2000, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0.3, 'colsample_bytree': 0.7, 'colsample_bylevel': 1.0}",,,,,,,,,,,,,84
54,0.008302092552185059,0.0047733739032560585,0.0,0.0,gpu_hist,0.6,1.5,0.5,3000,7,6,0.005,0.5,0.9,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 1.5, 'reg_alpha': 0.5, 'n_estimators': 3000, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.005, 'gamma': 0.5, 'colsample_bytree': 0.9, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
55,0.008341288566589356,0.005098461983494822,0.0,0.0,gpu_hist,0.6,5.0,0.0,5000,1,8,0.0001,0.01,0.8,0.8,"{'tree_method': 'gpu_hist', 'subsample': 0.6, 'reg_lambda': 5.0, 'reg_alpha': 0, 'n_estimators': 5000, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.0001, 'gamma': 0.01, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.8}",,,,,,,,,,,,,84
56,0.9872358798980713,0.3748999311896259,0.005246877670288086,0.0022559100415842745,hist,0.6,1.0,0.5,3000,3,9,0.001,0.3,0.8,0.5,"{'tree_method': 'hist', 'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 3000, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.001, 'gamma': 0.3, 'colsample_bytree': 0.8, 'colsample_bylevel': 0.5}",-0.002231648102454695,-0.019037766815611246,-0.004812250470304477,-6.278930509057754e-05,-0.00018497202073055363,-0.0002922239806326924,-0.0004745255257544475,-0.07010558259150385,-0.0001252820343165975,-0.0001252071947268937,-0.009745224804112601,0.020871160288157067,47
